"Name","test_score","fold","multimodal_state","model","Created","dataset","Runtime","Hostname","State"
"cat_REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE_0",0.5852396839918808,0,"all","CatBoost 😸","","REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE","","nlp-srv2.iem.technion.ac.il","finished"
"cat_REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE_1",0.6761750317014823,1,"all","CatBoost 😸","","REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE","","nlp-srv2.iem.technion.ac.il","finished"
"cat_REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE_2",0.3516349680374903,2,"all","CatBoost 😸","","REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE","","nlp-srv2.iem.technion.ac.il","finished"
"cat_REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE_3",0.7324917007290194,3,"all","CatBoost 😸","","REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE","","nlp-srv2.iem.technion.ac.il","finished"
"cat_REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE_4",0.50750187472244,4,"all","CatBoost 😸","","REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE","","nlp-srv2.iem.technion.ac.il","finished"
"dpt_REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE_0",0.27719616889953613,0,"all","TabDPT 6️⃣","","REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE","","nlp-srv2.iem.technion.ac.il","finished"
"dpt_REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE_1",0.3438299894332886,1,"all","TabDPT 6️⃣","","REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE","","nlp-srv2.iem.technion.ac.il","finished"
"dpt_REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE_2",0.2596716284751892,2,"all","TabDPT 6️⃣","","REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE","","nlp-srv2.iem.technion.ac.il","finished"
"dpt_REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE_3",0.47435271739959717,3,"all","TabDPT 6️⃣","","REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE","","nlp-srv2.iem.technion.ac.il","finished"
"dpt_REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE_4",0.5667406320571899,4,"all","TabDPT 6️⃣","","REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE","","nlp-srv2.iem.technion.ac.il","finished"
"light_REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE_0",0.5141661134018951,0,"all","LightGBM 💡","","REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE","","nlp-srv2.iem.technion.ac.il","finished"
"light_REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE_1",0.5790169594919422,1,"all","LightGBM 💡","","REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE","","nlp-srv2.iem.technion.ac.il","finished"
"light_REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE_2",0.501336869112889,2,"all","LightGBM 💡","","REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE","","nlp-srv2.iem.technion.ac.il","finished"
"light_REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE_3",0.6026439880976563,3,"all","LightGBM 💡","","REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE","","nlp-srv2.iem.technion.ac.il","finished"
"light_REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE_4",0.5408096100614391,4,"all","LightGBM 💡","","REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE","","nlp-srv2.iem.technion.ac.il","finished"
"real_REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE_0",0.6466255784034729,0,"all","RealMLP 🕸","","REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE","","nlp-srv2.iem.technion.ac.il","finished"
"real_REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE_1",0.6871967911720276,1,"all","RealMLP 🕸","","REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE","","nlp-srv2.iem.technion.ac.il","finished"
