"Name","test_score","fold","multimodal_state","model","Created","dataset","Runtime","pca_components","State","Hostname","metrics_dict.metrics.rmse","parameters.dataset_names","metrics_dict.metrics.mse","metrics_dict.metrics.logloss"
"real_REG_TEXT_ZOMATO_RESTAURANTS_4","0.8508315833734159","4","ft","RealMLP 🕸","2026-04-11T03:44:52.000Z","REG_TEXT_ZOMATO_RESTAURANTS","4544","30","finished","n307","0.17353754667487695","","0.030115280105935106",""
"real_REG_TEXT_ZOMATO_RESTAURANTS_4","0.8456873425025548","4","all","RealMLP 🕸","2026-04-11T03:43:10.000Z","REG_TEXT_ZOMATO_RESTAURANTS","932","30","finished","n305","0.1765045026685663","","0.031153839462277916",""
"real_REG_TEXT_ZOMATO_RESTAURANTS_3","0.8492689810911488","3","ft","RealMLP 🕸","2026-04-11T03:34:23.000Z","REG_TEXT_ZOMATO_RESTAURANTS","8320","30","finished","n306","0.1726493005801237","","0.029807780990805905",""
"real_REG_TEXT_ZOMATO_RESTAURANTS_3","0.8415494056801758","3","all","RealMLP 🕸","2026-04-11T03:34:15.000Z","REG_TEXT_ZOMATO_RESTAURANTS","945","30","finished","n306","0.1770151519082252","","0.03133436400509204",""
"real_REG_TEXT_ZOMATO_RESTAURANTS_2","0.8395415008030453","2","ft","RealMLP 🕸","2026-04-11T03:32:19.000Z","REG_TEXT_ZOMATO_RESTAURANTS","9935","30","finished","n305","0.1772342551252338","","0.03141198118979647",""
"real_REG_TEXT_ZOMATO_RESTAURANTS_2","0.8344271904193834","2","all","RealMLP 🕸","2026-04-11T03:30:57.000Z","REG_TEXT_ZOMATO_RESTAURANTS","991","30","finished","n306","0.18003660328812818","","0.03241317852352684",""
"real_REG_TEXT_ZOMATO_RESTAURANTS_1","0.8413414336740465","1","ft","RealMLP 🕸","2026-04-11T03:29:01.000Z","REG_TEXT_ZOMATO_RESTAURANTS","8703","30","finished","n309","0.17398592616529066","","0.030271102503593973",""
"real_REG_TEXT_ZOMATO_RESTAURANTS_1","0.8508417200317321","1","all","RealMLP 🕸","2026-04-11T03:27:34.000Z","REG_TEXT_ZOMATO_RESTAURANTS","929","30","finished","n305","0.1686964874212433","","0.0284585048682657",""
"real_REG_TEXT_ZOMATO_RESTAURANTS_0","0.858541784551418","0","ft","RealMLP 🕸","2026-04-11T03:22:01.000Z","REG_TEXT_ZOMATO_RESTAURANTS","9573","30","finished","n309","0.1640477839134235","","0.026911675406905297",""
"real_REG_TEXT_ZOMATO_RESTAURANTS_0","0.8355419953021154","0","all","RealMLP 🕸","2026-04-11T03:21:14.000Z","REG_TEXT_ZOMATO_RESTAURANTS","963","30","finished","n309","0.17688206058049707","","0.03128726335520264",""
"real_REG_TEXT_VIDEO_GAMES_SALES_4","0.2730488622750401","4","ft","RealMLP 🕸","2026-04-11T03:16:51.000Z","REG_TEXT_VIDEO_GAMES_SALES","1933","30","finished","n306","1.2819025315944514","","1.6432741005082636",""
"real_REG_TEXT_VIDEO_GAMES_SALES_4","0.17178850188247718","4","all","RealMLP 🕸","2026-04-11T03:16:09.000Z","REG_TEXT_VIDEO_GAMES_SALES","258","30","finished","n306","1.3682738366086349","","1.8721732919477132",""
"real_REG_TEXT_VIDEO_GAMES_SALES_3","0.329932870245663","3","ft","RealMLP 🕸","2026-04-11T03:13:28.000Z","REG_TEXT_VIDEO_GAMES_SALES","1250","30","finished","n306","1.018325540399863","","1.0369869062306731",""
"real_REG_TEXT_VIDEO_GAMES_SALES_3","0.4994242049143409","3","all","RealMLP 🕸","2026-04-11T03:12:24.000Z","REG_TEXT_VIDEO_GAMES_SALES","263","30","finished","n306","0.8801615698921903","","0.7746843891150851",""
"real_REG_TEXT_VIDEO_GAMES_SALES_2","0.6769161372797871","2","ft","RealMLP 🕸","2026-04-11T03:09:54.000Z","REG_TEXT_VIDEO_GAMES_SALES","1053","30","finished","n305","0.9858485580671592","","0.9718973794430968",""
"real_REG_TEXT_VIDEO_GAMES_SALES_2","0.2930583247457462","2","all","RealMLP 🕸","2026-04-11T03:09:05.000Z","REG_TEXT_VIDEO_GAMES_SALES","260","30","finished","n306","1.458291567905592","","2.1266142970245503",""
"real_REG_TEXT_VIDEO_GAMES_SALES_1","0.04556578519165888","1","ft","RealMLP 🕸","2026-04-11T03:06:27.000Z","REG_TEXT_VIDEO_GAMES_SALES","1250","30","finished","n309","1.184231217040158","","1.4024035754124142",""
"real_REG_TEXT_VIDEO_GAMES_SALES_1","0.3309987958838345","1","all","RealMLP 🕸","2026-04-11T03:05:27.000Z","REG_TEXT_VIDEO_GAMES_SALES","260","30","finished","n305","0.9914640124126598","","0.9830008879094108",""
"real_REG_TEXT_VIDEO_GAMES_SALES_0","0.39605226734361854","0","ft","RealMLP 🕸","2026-04-11T03:01:55.000Z","REG_TEXT_VIDEO_GAMES_SALES","1710","30","finished","n307","1.0099460664628388","","1.0199910571637607",""
"real_REG_TEXT_VIDEO_GAMES_SALES_0","0.47238983232776166","0","all","RealMLP 🕸","2026-04-11T03:00:53.000Z","REG_TEXT_VIDEO_GAMES_SALES","211","30","finished","nlp-srv2.iem.technion.ac.il","0.943963240790891","","0.8910665999644416",""
"real_REG_TEXT_VANCOUVER_SALARIES_4","0.755415280937931","4","ft","RealMLP 🕸","2026-04-11T02:56:56.000Z","REG_TEXT_VANCOUVER_SALARIES","1453","30","finished","n309","12939.98281875793","","167443155.3497504",""
"real_REG_TEXT_VANCOUVER_SALARIES_4","0.7474490039811702","4","all","RealMLP 🕸","2026-04-11T02:54:41.000Z","REG_TEXT_VANCOUVER_SALARIES","211","30","finished","nlp-srv2.iem.technion.ac.il","13149.02594980696","","172896883.42869684",""
"real_REG_TEXT_VANCOUVER_SALARIES_3","0.7554004602367945","3","ft","RealMLP 🕸","2026-04-11T02:50:01.000Z","REG_TEXT_VANCOUVER_SALARIES","1246","30","finished","n306","13417.132906024346","","180019455.41792133",""
"real_REG_TEXT_VANCOUVER_SALARIES_3","0.7547748802110359","3","all","RealMLP 🕸","2026-04-11T02:49:18.000Z","REG_TEXT_VANCOUVER_SALARIES","254","30","finished","n306","13434.279566393852","","180479867.4680274",""
"real_REG_TEXT_VANCOUVER_SALARIES_2","0.7343135281037874","2","ft","RealMLP 🕸","2026-04-11T02:44:08.000Z","REG_TEXT_VANCOUVER_SALARIES","1607","30","finished","n309","13094.21170666735","","171458380.2190243",""
"real_REG_TEXT_VANCOUVER_SALARIES_2","0.710186155578303","2","all","RealMLP 🕸","2026-04-11T02:42:19.000Z","REG_TEXT_VANCOUVER_SALARIES","256","30","finished","n306","13675.845990131362","","187028763.54579204",""
"real_REG_TEXT_VANCOUVER_SALARIES_1","0.7561625579615558","1","ft","RealMLP 🕸","2026-04-11T02:40:12.000Z","REG_TEXT_VANCOUVER_SALARIES","1509","30","finished","n305","12229.607702887455","","149563304.5665242",""
"real_REG_TEXT_VANCOUVER_SALARIES_1","0.7094782089376167","1","all","RealMLP 🕸","2026-04-11T02:39:58.000Z","REG_TEXT_VANCOUVER_SALARIES","392","30","finished","n305","13349.090756155754","","178198224.016083",""
"real_REG_TEXT_VANCOUVER_SALARIES_0","0.7546836467315169","0","ft","RealMLP 🕸","2026-04-11T02:38:14.000Z","REG_TEXT_VANCOUVER_SALARIES","1532","30","finished","n306","13313.920616283303","","177260482.17669362",""
"real_REG_TEXT_VANCOUVER_SALARIES_0","0.7535360551644112","0","all","RealMLP 🕸","2026-04-11T02:37:16.000Z","REG_TEXT_VANCOUVER_SALARIES","296","30","finished","n306","13345.025586955826","","178089707.91650566",""
"real_REG_TEXT_ROTTEN_TOMATOES_4","0.4684943759338638","4","ft","RealMLP 🕸","2026-04-11T02:32:13.000Z","REG_TEXT_ROTTEN_TOMATOES","5141","30","finished","nlp19.iem.technion.ac.il","0.8786963082722297","","0.7721072021712453",""
"real_REG_TEXT_ROTTEN_TOMATOES_4","0.40909557066063906","4","all","RealMLP 🕸","2026-04-11T02:30:02.000Z","REG_TEXT_ROTTEN_TOMATOES","593","30","finished","n305","0.9264958797949374","","0.8583946152769951",""
"real_REG_TEXT_ROTTEN_TOMATOES_3","0.4944623321822481","3","ft","RealMLP 🕸","2026-04-11T02:22:13.000Z","REG_TEXT_ROTTEN_TOMATOES","3582","30","finished","n309","0.8710522683701603","","0.7587320542328017",""
"real_REG_TEXT_ROTTEN_TOMATOES_3","0.4896385480173684","3","all","RealMLP 🕸","2026-04-11T02:21:10.000Z","REG_TEXT_ROTTEN_TOMATOES","661","30","finished","nlp19.iem.technion.ac.il","0.8751981438821583","","0.7659717910547751",""
"real_REG_TEXT_ROTTEN_TOMATOES_2","0.4964308877652101","2","ft","RealMLP 🕸","2026-04-11T02:04:16.000Z","REG_TEXT_ROTTEN_TOMATOES","3157","30","finished","n309","0.8382955539383887","","0.70273943575287",""
"real_REG_TEXT_ROTTEN_TOMATOES_2","0.5114524823718527","2","all","RealMLP 🕸","2026-04-11T01:59:26.000Z","REG_TEXT_ROTTEN_TOMATOES","684","30","finished","n309","0.8256976079497501","","0.6817765397739391",""
"real_REG_TEXT_ROTTEN_TOMATOES_1","0.5550055563050375","1","ft","RealMLP 🕸","2026-04-11T01:50:50.000Z","REG_TEXT_ROTTEN_TOMATOES","2529","30","finished","n306","0.7773771551886831","","0.6043152414092499",""
"real_REG_TEXT_ROTTEN_TOMATOES_1","0.5452196732468707","1","all","RealMLP 🕸","2026-04-11T01:48:11.000Z","REG_TEXT_ROTTEN_TOMATOES","670","30","finished","n309","0.7858783314219993","","0.6176047517986257",""
"real_REG_TEXT_ROTTEN_TOMATOES_0","0.5132009561353352","0","ft","RealMLP 🕸","2026-04-11T01:41:44.000Z","REG_TEXT_ROTTEN_TOMATOES","3581","30","finished","n309","0.8536810970451854","","0.7287714154522711",""
"real_REG_TEXT_ROTTEN_TOMATOES_0","0.5150134981227596","0","all","RealMLP 🕸","2026-04-11T01:35:41.000Z","REG_TEXT_ROTTEN_TOMATOES","600","30","finished","n309","0.8520903216833242","","0.7260579163063909",""
"real_REG_TEXT_SCIMAGOJR_IMPACT_4","0.8545237183570862","4","ft","RealMLP 🕸","2026-04-11T01:31:01.000Z","REG_TEXT_SCIMAGOJR_IMPACT","5869","30","finished","n306","21.84327358877828","","477.1286010742187",""
"real_REG_TEXT_SCIMAGOJR_IMPACT_4","0.8443741202354431","4","all","RealMLP 🕸","2026-04-11T01:29:17.000Z","REG_TEXT_SCIMAGOJR_IMPACT","744","30","finished","n309","22.592410057085544","","510.4169921875",""
"real_REG_TEXT_SCIMAGOJR_IMPACT_3","0.7727614641189575","3","ft","RealMLP 🕸","2026-04-11T01:23:16.000Z","REG_TEXT_SCIMAGOJR_IMPACT","4588","30","finished","n306","26.148499355693197","","683.7440185546875",""
"real_REG_TEXT_SCIMAGOJR_IMPACT_3","0.840057373046875","3","all","RealMLP 🕸","2026-04-11T01:23:00.000Z","REG_TEXT_SCIMAGOJR_IMPACT","740","30","finished","n306","21.937540342288404","","481.2556762695313",""
"real_REG_TEXT_SCIMAGOJR_IMPACT_2","0.8330802917480469","2","ft","RealMLP 🕸","2026-04-11T01:14:06.000Z","REG_TEXT_SCIMAGOJR_IMPACT","9559","30","finished","nlp-srv2.iem.technion.ac.il","26.33174933325203","","693.3610229492188",""
"real_REG_TEXT_SCIMAGOJR_IMPACT_2","0.8289498090744019","2","all","RealMLP 🕸","2026-04-11T01:11:25.000Z","REG_TEXT_SCIMAGOJR_IMPACT","688","30","finished","n306","26.65555391822687","","710.5185546875",""
"real_REG_TEXT_SCIMAGOJR_IMPACT_1","0.8843114376068115","1","ft","RealMLP 🕸","2026-04-11T01:07:59.000Z","REG_TEXT_SCIMAGOJR_IMPACT","4919","30","finished","n305","20.33210817408599","","413.3946228027344",""
"real_REG_TEXT_SCIMAGOJR_IMPACT_1","0.8645373582839966","1","all","RealMLP 🕸","2026-04-11T01:07:09.000Z","REG_TEXT_SCIMAGOJR_IMPACT","741","30","finished","n309","22.001233153028178","","484.05426025390625",""
"real_REG_TEXT_SCIMAGOJR_IMPACT_0","0.8628193736076355","0","ft","RealMLP 🕸","2026-04-11T01:00:01.000Z","REG_TEXT_SCIMAGOJR_IMPACT","5053","30","finished","n305","19.713536850505797","","388.62353515625",""
"real_REG_TEXT_SCIMAGOJR_IMPACT_0","0.8174389600753784","0","all","RealMLP 🕸","2026-04-11T00:59:21.000Z","REG_TEXT_SCIMAGOJR_IMPACT","720","30","finished","n306","22.741662813854717","","517.1832275390625",""
"real_REG_TEXT_MONTGOMERY_SALARIES_4","0.9719345446440496","4","ft","RealMLP 🕸","2026-04-11T00:57:15.000Z","REG_TEXT_MONTGOMERY_SALARIES","5505","30","finished","nlp-srv2.iem.technion.ac.il","4830.365017446735","","23332426.201773193",""
"real_REG_TEXT_MONTGOMERY_SALARIES_4","0.9677293085215254","4","all","RealMLP 🕸","2026-04-11T00:57:07.000Z","REG_TEXT_MONTGOMERY_SALARIES","285","30","finished","nlp-srv2.iem.technion.ac.il","5179.621675538268","","26828480.701705854",""
"real_REG_TEXT_MONTGOMERY_SALARIES_3","0.9824699505379916","3","ft","RealMLP 🕸","2026-04-11T00:54:27.000Z","REG_TEXT_MONTGOMERY_SALARIES","3218","30","finished","n309","3781.264034356656","","14297957.697519174",""
"real_REG_TEXT_MONTGOMERY_SALARIES_3","0.9784530274244068","3","all","RealMLP 🕸","2026-04-11T00:53:46.000Z","REG_TEXT_MONTGOMERY_SALARIES","330","30","finished","n306","4192.166880827567","","17574263.156707533",""
"real_REG_TEXT_MONTGOMERY_SALARIES_2","0.97541732025395","2","ft","RealMLP 🕸","2026-04-11T00:44:35.000Z","REG_TEXT_MONTGOMERY_SALARIES","2970","30","finished","n309","4702.62089104874","","22114643.244928047",""
"real_REG_TEXT_MONTGOMERY_SALARIES_2","0.9769888660497056","2","all","RealMLP 🕸","2026-04-11T00:44:25.000Z","REG_TEXT_MONTGOMERY_SALARIES","360","30","finished","n309","4549.82159218859","","20700876.520745516",""
"real_REG_TEXT_MONTGOMERY_SALARIES_1","0.9658757712053544","1","ft","RealMLP 🕸","2026-04-11T00:40:38.000Z","REG_TEXT_MONTGOMERY_SALARIES","2554","30","finished","n306","5566.420170472081","","30985033.514238425",""
"real_REG_TEXT_MONTGOMERY_SALARIES_1","0.9488750452325904","1","all","RealMLP 🕸","2026-04-11T00:39:06.000Z","REG_TEXT_MONTGOMERY_SALARIES","314","30","finished","n309","6813.355205867053","","46421809.16131567",""
"real_REG_TEXT_MONTGOMERY_SALARIES_0","0.985665219051647","0","ft","RealMLP 🕸","2026-04-11T00:35:20.000Z","REG_TEXT_MONTGOMERY_SALARIES","1956","30","finished","n305","3591.8704959611405","","12901533.65975613",""
"real_REG_TEXT_MONTGOMERY_SALARIES_0","0.9808697047791796","0","all","RealMLP 🕸","2026-04-11T00:35:09.000Z","REG_TEXT_MONTGOMERY_SALARIES","322","30","finished","n306","4149.406429623135","","17217573.71819782",""
"real_REG_TEXT_MERCARI_MARKETPLACE_4","0.4357225677767639","4","ft","RealMLP 🕸","2026-04-11T00:32:27.000Z","REG_TEXT_MERCARI_MARKETPLACE","3119","30","finished","n305","0.5585066336203199","","0.3119296597979023",""
"real_REG_TEXT_MERCARI_MARKETPLACE_4","0.3532386733605152","4","all","RealMLP 🕸","2026-04-11T00:29:06.000Z","REG_TEXT_MERCARI_MARKETPLACE","522","30","finished","nlp19.iem.technion.ac.il","0.5979350566978429","","0.35752633202825257",""
"real_REG_TEXT_MERCARI_MARKETPLACE_3","0.38879062952775045","3","ft","RealMLP 🕸","2026-04-11T00:25:20.000Z","REG_TEXT_MERCARI_MARKETPLACE","2505","30","finished","n309","0.5827287128587434","","0.33957275279000776",""
"real_REG_TEXT_MERCARI_MARKETPLACE_3","0.3544049060937696","3","all","RealMLP 🕸","2026-04-11T00:23:27.000Z","REG_TEXT_MERCARI_MARKETPLACE","498","30","finished","n309","0.5988961571881062","","0.3586766070946808",""
"real_REG_TEXT_MERCARI_MARKETPLACE_2","0.44071376236540016","2","ft","RealMLP 🕸","2026-04-11T00:19:36.000Z","REG_TEXT_MERCARI_MARKETPLACE","2354","30","finished","n305","0.5820713541356346","","0.3388070613052913",""
"real_REG_TEXT_MERCARI_MARKETPLACE_2","0.3962629119346922","2","all","RealMLP 🕸","2026-04-11T00:17:44.000Z","REG_TEXT_MERCARI_MARKETPLACE","505","30","finished","n306","0.6047600413718636","","0.36573470764009813",""
"real_REG_TEXT_MERCARI_MARKETPLACE_1","0.3756582271558798","1","ft","RealMLP 🕸","2026-04-11T00:15:29.000Z","REG_TEXT_MERCARI_MARKETPLACE","2239","30","finished","n306","0.5818831074443924","","0.3385879507291424",""
"real_REG_TEXT_MERCARI_MARKETPLACE_1","0.32027608871007585","1","all","RealMLP 🕸","2026-04-11T00:13:47.000Z","REG_TEXT_MERCARI_MARKETPLACE","472","30","finished","nlp-srv2.iem.technion.ac.il","0.6071427686080755","","0.36862234147307904",""
"real_REG_TEXT_MERCARI_MARKETPLACE_0","0.42465874982302976","0","ft","RealMLP 🕸","2026-04-11T00:11:47.000Z","REG_TEXT_MERCARI_MARKETPLACE","3122","30","finished","n306","0.5729659680172089","","0.3282900005058973",""
"real_REG_TEXT_MERCARI_MARKETPLACE_0","0.4139663982334122","0","all","RealMLP 🕸","2026-04-11T00:10:48.000Z","REG_TEXT_MERCARI_MARKETPLACE","521","30","finished","n305","0.5782655632018798","","0.33439106158518733",""
"real_REG_TEXT_BOOK_READABILITY_4","0.8404845712669778","4","ft","RealMLP 🕸","2026-04-11T00:09:39.000Z","REG_TEXT_BOOK_READABILITY","2840","30","finished","nlp-srv2.iem.technion.ac.il","0.8003785546339622","","0.6406058307179505",""
"real_REG_TEXT_BOOK_READABILITY_4","0.8222580236757031","4","all","RealMLP 🕸","2026-04-11T00:08:57.000Z","REG_TEXT_BOOK_READABILITY","256","30","finished","n306","0.8448684612245676","","0.7138027167719686",""
"real_REG_TEXT_BOOK_READABILITY_3","0.8253584727449563","3","ft","RealMLP 🕸","2026-04-11T00:06:51.000Z","REG_TEXT_BOOK_READABILITY","1705","30","finished","n305","0.7974989834363851","","0.6360046285820677",""
"real_REG_TEXT_BOOK_READABILITY_3","0.8010016289437634","3","all","RealMLP 🕸","2026-04-11T00:06:09.000Z","REG_TEXT_BOOK_READABILITY","207","30","finished","nlp-srv2.iem.technion.ac.il","0.8512970697620319","","0.7247067009854218",""
"real_REG_TEXT_BOOK_READABILITY_2","0.8463648980497529","2","ft","RealMLP 🕸","2026-04-11T00:03:15.000Z","REG_TEXT_BOOK_READABILITY","3026","30","finished","n306","0.7813983590751912","","0.6105833955654014",""
"real_REG_TEXT_BOOK_READABILITY_2","0.8162980871544138","2","all","RealMLP 🕸","2026-04-11T00:02:34.000Z","REG_TEXT_BOOK_READABILITY","208","30","finished","nlp-srv2.iem.technion.ac.il","0.8544449900359805","","0.7300762409975868",""
"real_REG_TEXT_BOOK_READABILITY_1","0.7598359195618072","1","ft","RealMLP 🕸","2026-04-10T23:59:17.000Z","REG_TEXT_BOOK_READABILITY","1557","30","finished","n309","0.8846871183639139","","0.7826712973990458",""
"real_REG_TEXT_BOOK_READABILITY_1","0.805217095457916","1","all","RealMLP 🕸","2026-04-10T23:59:04.000Z","REG_TEXT_BOOK_READABILITY","246","30","finished","n306","0.7967298629367653","","0.6347784744952368",""
"real_REG_TEXT_BOOK_READABILITY_0","0.7836775720873117","0","ft","RealMLP 🕸","2026-04-10T23:55:07.000Z","REG_TEXT_BOOK_READABILITY","1883","30","finished","n307","0.8937737095112526","","0.7988314438135049",""
"real_REG_TEXT_BOOK_READABILITY_0","0.7640490597669808","0","all","RealMLP 🕸","2026-04-10T23:55:00.000Z","REG_TEXT_BOOK_READABILITY","252","30","finished","n309","0.9334426867939752","","0.8713152495291554",""
"real_REG_TEXT_BOOK_PRICE_4","0.4922250480142209","4","all","RealMLP 🕸","2026-04-10T23:49:57.000Z","REG_TEXT_BOOK_PRICE","210","30","finished","n309","0.23029653684181647","","0.05303649488133413",""
"real_REG_TEXT_BOOK_PRICE_4","0.5177492260181872","4","ft","RealMLP 🕸","2026-04-10T23:49:57.000Z","REG_TEXT_BOOK_PRICE","1527","30","finished","n306","0.22443378665259195","","0.05037052459122116",""
