"Name","dataset_name","test_score","model","multimodal_state","fold","Created","Runtime","State"
"tabpfnv2p5_MUL_IMAGE_FLOWER_BOUQUETS_4","MUL_IMAGE_FLOWER_BOUQUETS","0.6759247662262924","TabPFN-v2p5 🇩🇪","ft-img-ft-txt","4","2026-04-09T20:48:38.000Z","276","finished"
"tabpfnv2p5_MUL_IMAGE_FLOWER_BOUQUETS_4","MUL_IMAGE_FLOWER_BOUQUETS","0.6629945839132299","TabPFN-v2p5 🇩🇪","ft-txt","4","2026-04-09T20:48:11.000Z","188","finished"
"tabpfnv2p5_MUL_IMAGE_FLOWER_BOUQUETS_4","MUL_IMAGE_FLOWER_BOUQUETS","0.6337689044399921","TabPFN-v2p5 🇩🇪","non_txt","4","2026-04-09T20:48:07.000Z","52","finished"
"tabpfnv2p5_MUL_IMAGE_FLOWER_BOUQUETS_4","MUL_IMAGE_FLOWER_BOUQUETS","0.5655553172708","TabPFN-v2p5 🇩🇪","txt","4","2026-04-09T20:48:06.000Z","27","finished"
"tabpfnv2_MUL_IMAGE_FLOWER_BOUQUETS_4","MUL_IMAGE_FLOWER_BOUQUETS","0.6670082792274524","TabPFN-v2 🤯","ft-img-ft-txt","4","2026-04-09T20:48:05.000Z","286","finished"
"tabpfnv2_MUL_IMAGE_FLOWER_BOUQUETS_4","MUL_IMAGE_FLOWER_BOUQUETS","0.6543494181148731","TabPFN-v2 🤯","ft-txt","4","2026-04-09T20:47:47.000Z","191","finished"
"tabpfnv2_MUL_IMAGE_FLOWER_BOUQUETS_4","MUL_IMAGE_FLOWER_BOUQUETS","0.6457050891425753","TabPFN-v2 🤯","non_txt","4","2026-04-09T20:47:44.000Z","53","finished"
"tabpfnv2_MUL_IMAGE_FLOWER_BOUQUETS_4","MUL_IMAGE_FLOWER_BOUQUETS","0.5429311967783111","TabPFN-v2 🤯","txt","4","2026-04-09T20:47:39.000Z","26","finished"
"tabm_MUL_IMAGE_FLOWER_BOUQUETS_4","MUL_IMAGE_FLOWER_BOUQUETS","0.6404435867447799","TabM Ⓜ️","ft-img-ft-txt","4","2026-04-09T20:47:36.000Z","105","finished"
"tabm_MUL_IMAGE_FLOWER_BOUQUETS_4","MUL_IMAGE_FLOWER_BOUQUETS","0.6034985756433315","TabM Ⓜ️","ft-txt","4","2026-04-09T20:47:28.000Z","98","finished"
"tabm_MUL_IMAGE_FLOWER_BOUQUETS_4","MUL_IMAGE_FLOWER_BOUQUETS","0.5946913404965569","TabM Ⓜ️","non_txt","4","2026-04-09T20:47:13.000Z","48","finished"
"tabm_MUL_IMAGE_FLOWER_BOUQUETS_4","MUL_IMAGE_FLOWER_BOUQUETS","0.551553896277398","TabM Ⓜ️","txt","4","2026-04-09T20:47:07.000Z","25","finished"
"cat_MUL_IMAGE_FLOWER_BOUQUETS_4","MUL_IMAGE_FLOWER_BOUQUETS","0.6386430251460217","CatBoost 😸","ft-img-ft-txt","4","2026-04-09T20:46:57.000Z","153","finished"
"cat_MUL_IMAGE_FLOWER_BOUQUETS_4","MUL_IMAGE_FLOWER_BOUQUETS","0.576484274887771","CatBoost 😸","ft-txt","4","2026-04-09T20:46:50.000Z","109","finished"
"cat_MUL_IMAGE_FLOWER_BOUQUETS_4","MUL_IMAGE_FLOWER_BOUQUETS","0.5885859026953645","CatBoost 😸","non_txt","4","2026-04-09T20:46:49.000Z","54","finished"
"cat_MUL_IMAGE_FLOWER_BOUQUETS_4","MUL_IMAGE_FLOWER_BOUQUETS","0.5034583358557831","CatBoost 😸","txt","4","2026-04-09T20:46:36.000Z","31","finished"
"light_MUL_IMAGE_FLOWER_BOUQUETS_4","MUL_IMAGE_FLOWER_BOUQUETS","0.5997263062819944","LightGBM 💡","ft-img-ft-txt","4","2026-04-09T20:46:33.000Z","136","finished"
"light_MUL_IMAGE_FLOWER_BOUQUETS_4","MUL_IMAGE_FLOWER_BOUQUETS","0.5488047679506336","LightGBM 💡","ft-txt","4","2026-04-09T20:46:27.000Z","92","finished"
"light_MUL_IMAGE_FLOWER_BOUQUETS_4","MUL_IMAGE_FLOWER_BOUQUETS","0.5717322908008258","LightGBM 💡","non_txt","4","2026-04-09T20:46:25.000Z","28","finished"
"light_MUL_IMAGE_FLOWER_BOUQUETS_4","MUL_IMAGE_FLOWER_BOUQUETS","0.5280416234513627","LightGBM 💡","txt","4","2026-04-09T20:46:24.000Z","21","finished"
"tabpfnv2p5_MUL_IMAGE_FLOWER_BOUQUETS_3","MUL_IMAGE_FLOWER_BOUQUETS","0.6589336229345941","TabPFN-v2p5 🇩🇪","ft-img-ft-txt","3","2026-04-09T20:46:16.000Z","178","finished"
"tabpfnv2p5_MUL_IMAGE_FLOWER_BOUQUETS_3","MUL_IMAGE_FLOWER_BOUQUETS","0.6503075783467571","TabPFN-v2p5 🇩🇪","ft-txt","3","2026-04-09T20:46:01.000Z","87","finished"
"tabpfnv2p5_MUL_IMAGE_FLOWER_BOUQUETS_3","MUL_IMAGE_FLOWER_BOUQUETS","0.6666052562648845","TabPFN-v2p5 🇩🇪","non_txt","3","2026-04-09T20:45:51.000Z","53","finished"
"tabpfnv2p5_MUL_IMAGE_FLOWER_BOUQUETS_3","MUL_IMAGE_FLOWER_BOUQUETS","0.6139832814162448","TabPFN-v2p5 🇩🇪","txt","3","2026-04-09T20:45:45.000Z","26","finished"
"tabpfnv2_MUL_IMAGE_FLOWER_BOUQUETS_3","MUL_IMAGE_FLOWER_BOUQUETS","0.6654537701015226","TabPFN-v2 🤯","ft-img-ft-txt","3","2026-04-09T20:45:43.000Z","176","finished"
"tabpfnv2_MUL_IMAGE_FLOWER_BOUQUETS_3","MUL_IMAGE_FLOWER_BOUQUETS","0.6576304446078031","TabPFN-v2 🤯","ft-txt","3","2026-04-09T20:45:42.000Z","103","finished"
"tabpfnv2_MUL_IMAGE_FLOWER_BOUQUETS_3","MUL_IMAGE_FLOWER_BOUQUETS","0.6467637701869389","TabPFN-v2 🤯","non_txt","3","2026-04-09T20:45:35.000Z","52","finished"
"tabpfnv2_MUL_IMAGE_FLOWER_BOUQUETS_3","MUL_IMAGE_FLOWER_BOUQUETS","0.5978033071852716","TabPFN-v2 🤯","txt","3","2026-04-09T20:45:19.000Z","27","finished"
"tabm_MUL_IMAGE_FLOWER_BOUQUETS_3","MUL_IMAGE_FLOWER_BOUQUETS","0.6140851485629509","TabM Ⓜ️","ft-img-ft-txt","3","2026-04-09T20:45:13.000Z","168","finished"
"tabm_MUL_IMAGE_FLOWER_BOUQUETS_3","MUL_IMAGE_FLOWER_BOUQUETS","0.6610262459433935","TabM Ⓜ️","ft-txt","3","2026-04-09T20:44:56.000Z","95","finished"
"tabm_MUL_IMAGE_FLOWER_BOUQUETS_3","MUL_IMAGE_FLOWER_BOUQUETS","0.5560773057326609","TabM Ⓜ️","txt","3","2026-04-09T20:44:42.000Z","25","finished"
"tabm_MUL_IMAGE_FLOWER_BOUQUETS_3","MUL_IMAGE_FLOWER_BOUQUETS","0.6620345787161825","TabM Ⓜ️","non_txt","3","2026-04-09T20:44:42.000Z","49","finished"
"cat_MUL_IMAGE_FLOWER_BOUQUETS_3","MUL_IMAGE_FLOWER_BOUQUETS","0.6680893161838778","CatBoost 😸","ft-img-ft-txt","3","2026-04-09T20:44:36.000Z","182","finished"
"cat_MUL_IMAGE_FLOWER_BOUQUETS_3","MUL_IMAGE_FLOWER_BOUQUETS","0.6462990100785884","CatBoost 😸","ft-txt","3","2026-04-09T20:44:19.000Z","120","finished"
"cat_MUL_IMAGE_FLOWER_BOUQUETS_3","MUL_IMAGE_FLOWER_BOUQUETS","0.6343274662352076","CatBoost 😸","non_txt","3","2026-04-09T20:44:15.000Z","57","finished"
"cat_MUL_IMAGE_FLOWER_BOUQUETS_3","MUL_IMAGE_FLOWER_BOUQUETS","0.5751613700425853","CatBoost 😸","txt","3","2026-04-09T20:44:10.000Z","28","finished"
"light_MUL_IMAGE_FLOWER_BOUQUETS_3","MUL_IMAGE_FLOWER_BOUQUETS","0.569597203270483","LightGBM 💡","ft-img-ft-txt","3","2026-04-09T20:44:09.000Z","170","finished"
"light_MUL_IMAGE_FLOWER_BOUQUETS_3","MUL_IMAGE_FLOWER_BOUQUETS","0.6075680563763528","LightGBM 💡","ft-txt","3","2026-04-09T20:44:05.000Z","94","finished"
"light_MUL_IMAGE_FLOWER_BOUQUETS_3","MUL_IMAGE_FLOWER_BOUQUETS","0.6542579071060481","LightGBM 💡","non_txt","3","2026-04-09T20:43:47.000Z","29","finished"
"light_MUL_IMAGE_FLOWER_BOUQUETS_3","MUL_IMAGE_FLOWER_BOUQUETS","0.5705338452438342","LightGBM 💡","txt","3","2026-04-09T20:43:44.000Z","25","finished"
"tabpfnv2p5_MUL_IMAGE_FLOWER_BOUQUETS_2","MUL_IMAGE_FLOWER_BOUQUETS","0.7022879059075506","TabPFN-v2p5 🇩🇪","ft-img-ft-txt","2","2026-04-09T20:43:41.000Z","159","finished"
"tabpfnv2p5_MUL_IMAGE_FLOWER_BOUQUETS_2","MUL_IMAGE_FLOWER_BOUQUETS","0.71149084892581","TabPFN-v2p5 🇩🇪","ft-txt","2","2026-04-09T20:42:57.000Z","100","finished"
"tabpfnv2p5_MUL_IMAGE_FLOWER_BOUQUETS_2","MUL_IMAGE_FLOWER_BOUQUETS","0.6746661650595057","TabPFN-v2p5 🇩🇪","non_txt","2","2026-04-09T20:42:51.000Z","73","finished"
"tabpfnv2_MUL_IMAGE_FLOWER_BOUQUETS_2","MUL_IMAGE_FLOWER_BOUQUETS","0.7148319465731785","TabPFN-v2 🤯","ft-img-ft-txt","2","2026-04-09T20:42:51.000Z","165","finished"
"tabpfnv2p5_MUL_IMAGE_FLOWER_BOUQUETS_2","MUL_IMAGE_FLOWER_BOUQUETS","0.6233046536663074","TabPFN-v2p5 🇩🇪","txt","2","2026-04-09T20:42:51.000Z","47","finished"
"tabpfnv2_MUL_IMAGE_FLOWER_BOUQUETS_2","MUL_IMAGE_FLOWER_BOUQUETS","0.7051137429471502","TabPFN-v2 🤯","ft-txt","2","2026-04-09T20:42:50.000Z","120","finished"
"tabpfnv2_MUL_IMAGE_FLOWER_BOUQUETS_2","MUL_IMAGE_FLOWER_BOUQUETS","0.7017717532867922","TabPFN-v2 🤯","non_txt","2","2026-04-09T20:42:50.000Z","72","finished"
"tabpfnv2_MUL_IMAGE_FLOWER_BOUQUETS_2","MUL_IMAGE_FLOWER_BOUQUETS","0.5991787549935162","TabPFN-v2 🤯","txt","2","2026-04-09T20:42:25.000Z","26","finished"
"tabm_MUL_IMAGE_FLOWER_BOUQUETS_2","MUL_IMAGE_FLOWER_BOUQUETS","0.6117928825675497","TabM Ⓜ️","ft-img-ft-txt","2","2026-04-09T20:41:59.000Z","153","finished"
"tabm_MUL_IMAGE_FLOWER_BOUQUETS_2","MUL_IMAGE_FLOWER_BOUQUETS","0.6387216387622325","TabM Ⓜ️","ft-txt","2","2026-04-09T20:41:47.000Z","118","finished"
"cat_MUL_IMAGE_FLOWER_BOUQUETS_0","MUL_IMAGE_FLOWER_BOUQUETS","0.6525510988805662","CatBoost 😸","ft-txt","0","2026-04-09T20:41:41.000Z","114","finished"
"cat_MUL_IMAGE_FLOWER_BOUQUETS_0","MUL_IMAGE_FLOWER_BOUQUETS","0.6344282441907582","CatBoost 😸","non_txt","0","2026-04-09T20:41:09.000Z","31","finished"
"light_MUL_IMAGE_FLOWER_BOUQUETS_0","MUL_IMAGE_FLOWER_BOUQUETS","0.590558073948085","LightGBM 💡","ft-txt","0","2026-04-09T20:40:45.000Z","95","finished"
"tabm_MUL_IMAGE_FLOWER_BOUQUETS_2","MUL_IMAGE_FLOWER_BOUQUETS","0.633295487564189","TabM Ⓜ️","non_txt","2","2026-04-09T20:39:31.000Z","68","finished"
