"Name","test_score","fold","multimodal_state","model","Created","dataset","Runtime","e5_model"
"tabpfnv2p5_REG_TEXT_BABIES_PRICES_4","0.9107751689428222","4","ft","TabPFN-v2p5 🇩🇪","2026-04-07T18:32:20.000Z","REG_TEXT_BABIES_PRICES","17418","e5-large"
"cat_REG_TEXT_BABIES_PRICES_1","0.9316603897533576","1","ft","CatBoost 😸","2026-04-07T18:32:15.000Z","REG_TEXT_BABIES_PRICES","13601","e5-large"
"tabpfnv2_REG_TEXT_BABIES_PRICES_4","0.9171108427748365","4","ft","TabPFN-v2 🤯","2026-04-07T11:34:54.000Z","REG_TEXT_BABIES_PRICES","17522","e5-large"
"tabpfnv2p5_REG_TEXT_BABIES_PRICES_4","0.8843931447215562","4","all","TabPFN-v2p5 🇩🇪","2026-04-07T11:22:14.000Z","REG_TEXT_BABIES_PRICES","756","e5-large"
"light_REG_TEXT_BABIES_PRICES_1","0.92727094844225","1","ft","LightGBM 💡","2026-04-07T11:10:29.000Z","REG_TEXT_BABIES_PRICES","13639","e5-large"
"tabpfnv2_REG_TEXT_BABIES_PRICES_0","0.9190722927133932","0","ft","TabPFN-v2 🤯","2026-04-07T11:09:34.000Z","REG_TEXT_BABIES_PRICES","20447","e5-large"
"cat_REG_TEXT_BABIES_PRICES_0","0.8962049299951098","0","ft","CatBoost 😸","2026-04-07T11:07:45.000Z","REG_TEXT_BABIES_PRICES","11451","e5-large"
"light_REG_TEXT_BABIES_PRICES_0","0.8824348516776263","0","ft","LightGBM 💡","2026-04-07T10:50:40.000Z","REG_TEXT_BABIES_PRICES","11488","e5-large"
"tabpfnv2_REG_TEXT_BABIES_PRICES_4","0.8873221485162386","4","all","TabPFN-v2 🤯","2026-04-07T01:38:36.000Z","REG_TEXT_BABIES_PRICES","772","e5-large"
"tabm_REG_TEXT_BABIES_PRICES_4","0.8752472788247964","4","ft","TabM Ⓜ️","2026-04-07T01:34:31.000Z","REG_TEXT_BABIES_PRICES","16972","e5-large"
"tabm_REG_TEXT_BABIES_PRICES_4","0.855651441922974","4","all","TabM Ⓜ️","2026-04-07T01:34:30.000Z","REG_TEXT_BABIES_PRICES","735","e5-large"
"cat_REG_TEXT_BABIES_PRICES_4","0.8186305780988404","4","all","CatBoost 😸","2026-04-07T01:34:29.000Z","REG_TEXT_BABIES_PRICES","746","e5-large"
"cat_REG_TEXT_BABIES_PRICES_4","0.8887422875307833","4","ft","CatBoost 😸","2026-04-07T01:34:29.000Z","REG_TEXT_BABIES_PRICES","16993","e5-large"
"light_REG_TEXT_BABIES_PRICES_4","0.8701322438872499","4","ft","LightGBM 💡","2026-04-07T01:34:28.000Z","REG_TEXT_BABIES_PRICES","16980","e5-large"
"light_REG_TEXT_BABIES_PRICES_4","0.7730165915404483","4","all","LightGBM 💡","2026-04-07T01:34:27.000Z","REG_TEXT_BABIES_PRICES","730","e5-large"
"tabpfnv2_REG_TEXT_BABIES_PRICES_3","0.8912117232452077","3","all","TabPFN-v2 🤯","2026-04-07T01:34:25.000Z","REG_TEXT_BABIES_PRICES","775","e5-large"
"tabpfnv2p5_REG_TEXT_BABIES_PRICES_3","0.927183801893493","3","ft","TabPFN-v2p5 🇩🇪","2026-04-07T01:34:25.000Z","REG_TEXT_BABIES_PRICES","21276","e5-large"
"tabpfnv2_REG_TEXT_BABIES_PRICES_3","0.8946835131989022","3","ft","TabPFN-v2 🤯","2026-04-07T01:34:25.000Z","REG_TEXT_BABIES_PRICES","21210","e5-large"
