"Name","test_score","fold","multimodal_state","model","Created","dataset","Runtime","Hostname","State"
"tabpfnv2_REG_IMAGE_AMAZON_BEST_SELLER_4","0.5553254127970518","4","img","TabPFN-v2 🤯","2026-04-06T23:35:17.000Z","REG_IMAGE_AMAZON_BEST_SELLER","41","nlp-srv2.iem.technion.ac.il","finished"
"tabpfnv2_REG_IMAGE_AMAZON_BEST_SELLER_4","0.6236359854949095","4","ft","TabPFN-v2 🤯","2026-04-06T23:35:06.000Z","REG_IMAGE_AMAZON_BEST_SELLER","180","nlp-srv2.iem.technion.ac.il","finished"
"tabpfnv2_REG_IMAGE_AMAZON_BEST_SELLER_4","0.13787160044528335","4","non","TabPFN-v2 🤯","2026-04-06T23:34:56.000Z","REG_IMAGE_AMAZON_BEST_SELLER","15","nlp-srv2.iem.technion.ac.il","finished"
"tabpfnv2_REG_IMAGE_AMAZON_BEST_SELLER_4","0.6127354736276336","4","all","TabPFN-v2 🤯","2026-04-06T23:34:14.000Z","REG_IMAGE_AMAZON_BEST_SELLER","48","nlp-srv2.iem.technion.ac.il","finished"
"tabpfnv2p5_REG_IMAGE_AMAZON_BEST_SELLER_4","0.5877575328990506","4","img","TabPFN-v2p5 🇩🇪","2026-04-06T23:34:09.000Z","REG_IMAGE_AMAZON_BEST_SELLER","42","nlp-srv2.iem.technion.ac.il","finished"
"tabpfnv2p5_REG_IMAGE_AMAZON_BEST_SELLER_4","0.6251017616747264","4","ft","TabPFN-v2p5 🇩🇪","2026-04-06T23:34:08.000Z","REG_IMAGE_AMAZON_BEST_SELLER","127","nlp-srv2.iem.technion.ac.il","finished"
"tabpfnv2p5_REG_IMAGE_AMAZON_BEST_SELLER_4","0.14988649382284935","4","non","TabPFN-v2p5 🇩🇪","2026-04-06T23:33:42.000Z","REG_IMAGE_AMAZON_BEST_SELLER","20","nlp-srv2.iem.technion.ac.il","finished"
"tabpfnv2p5_REG_IMAGE_AMAZON_BEST_SELLER_4","0.6269553571254529","4","all","TabPFN-v2p5 🇩🇪","2026-04-06T23:26:24.000Z","REG_IMAGE_AMAZON_BEST_SELLER","464","nlp-srv2.iem.technion.ac.il","finished"
"tabm_REG_IMAGE_AMAZON_BEST_SELLER_4","0.5553264494167408","4","img","TabM Ⓜ️","2026-04-06T23:22:29.000Z","REG_IMAGE_AMAZON_BEST_SELLER","232","nlp-srv2.iem.technion.ac.il","finished"
"tabm_REG_IMAGE_AMAZON_BEST_SELLER_4","0.6029076537620233","4","ft","TabM Ⓜ️","2026-04-06T23:22:19.000Z","REG_IMAGE_AMAZON_BEST_SELLER","703","nlp-srv2.iem.technion.ac.il","finished"
"tabm_REG_IMAGE_AMAZON_BEST_SELLER_4","0.13560318477532873","4","non","TabM Ⓜ️","2026-04-06T23:22:13.000Z","REG_IMAGE_AMAZON_BEST_SELLER","14","nlp-srv2.iem.technion.ac.il","finished"
"tabm_REG_IMAGE_AMAZON_BEST_SELLER_4","0.5754913947530095","4","all","TabM Ⓜ️","2026-04-06T23:21:31.000Z","REG_IMAGE_AMAZON_BEST_SELLER","44","nlp-srv2.iem.technion.ac.il","finished"
"cat_REG_IMAGE_AMAZON_BEST_SELLER_4","0.48543605452010286","4","img","CatBoost 😸","2026-04-06T23:21:26.000Z","REG_IMAGE_AMAZON_BEST_SELLER","40","nlp-srv2.iem.technion.ac.il","finished"
"cat_REG_IMAGE_AMAZON_BEST_SELLER_4","0.5932503933190587","4","ft","CatBoost 😸","2026-04-06T23:20:56.000Z","REG_IMAGE_AMAZON_BEST_SELLER","759","nlp-srv2.iem.technion.ac.il","finished"
"cat_REG_IMAGE_AMAZON_BEST_SELLER_4","0.1253122853970614","4","non","CatBoost 😸","2026-04-06T23:20:40.000Z","REG_IMAGE_AMAZON_BEST_SELLER","14","nlp-srv2.iem.technion.ac.il","finished"
"cat_REG_IMAGE_AMAZON_BEST_SELLER_4","0.536941712265101","4","all","CatBoost 😸","2026-04-06T23:20:33.000Z","REG_IMAGE_AMAZON_BEST_SELLER","46","nlp-srv2.iem.technion.ac.il","finished"
"light_REG_IMAGE_AMAZON_BEST_SELLER_4","0.4496707352895576","4","img","LightGBM 💡","2026-04-06T23:19:46.000Z","REG_IMAGE_AMAZON_BEST_SELLER","42","nlp-srv2.iem.technion.ac.il","finished"
"light_REG_IMAGE_AMAZON_BEST_SELLER_4","0.5856565420046553","4","ft","LightGBM 💡","2026-04-06T23:19:31.000Z","REG_IMAGE_AMAZON_BEST_SELLER","114","nlp-srv2.iem.technion.ac.il","finished"
"light_REG_IMAGE_AMAZON_BEST_SELLER_4","0.07697335176907694","4","non","LightGBM 💡","2026-04-06T23:19:30.000Z","REG_IMAGE_AMAZON_BEST_SELLER","12","nlp-srv2.iem.technion.ac.il","finished"
"light_REG_IMAGE_AMAZON_BEST_SELLER_4","0.5182645204480817","4","all","LightGBM 💡","2026-04-06T23:18:54.000Z","REG_IMAGE_AMAZON_BEST_SELLER","35","nlp-srv2.iem.technion.ac.il","finished"
"tabpfnv2_REG_IMAGE_AMAZON_BEST_SELLER_3","0.49453540017581066","3","img","TabPFN-v2 🤯","2026-04-06T23:18:11.000Z","REG_IMAGE_AMAZON_BEST_SELLER","37","nlp-srv2.iem.technion.ac.il","finished"
"tabpfnv2_REG_IMAGE_AMAZON_BEST_SELLER_3","0.5708868518684577","3","ft","TabPFN-v2 🤯","2026-04-06T23:17:53.000Z","REG_IMAGE_AMAZON_BEST_SELLER","163","nlp-srv2.iem.technion.ac.il","finished"
"tabpfnv2_REG_IMAGE_AMAZON_BEST_SELLER_3","0.1119597382449954","3","non","TabPFN-v2 🤯","2026-04-06T23:17:50.000Z","REG_IMAGE_AMAZON_BEST_SELLER","14","nlp-srv2.iem.technion.ac.il","finished"
"tabpfnv2_REG_IMAGE_AMAZON_BEST_SELLER_3","0.5923552509650097","3","all","TabPFN-v2 🤯","2026-04-06T23:17:03.000Z","REG_IMAGE_AMAZON_BEST_SELLER","42","nlp-srv2.iem.technion.ac.il","finished"
"tabpfnv2p5_REG_IMAGE_AMAZON_BEST_SELLER_3","0.5338153776069299","3","img","TabPFN-v2p5 🇩🇪","2026-04-06T23:17:00.000Z","REG_IMAGE_AMAZON_BEST_SELLER","48","nlp-srv2.iem.technion.ac.il","finished"
"tabpfnv2p5_REG_IMAGE_AMAZON_BEST_SELLER_3","0.5911928407896547","3","ft","TabPFN-v2p5 🇩🇪","2026-04-06T23:16:42.000Z","REG_IMAGE_AMAZON_BEST_SELLER","163","nlp-srv2.iem.technion.ac.il","finished"
"tabpfnv2p5_REG_IMAGE_AMAZON_BEST_SELLER_3","0.10838719869395852","3","non","TabPFN-v2p5 🇩🇪","2026-04-06T23:16:21.000Z","REG_IMAGE_AMAZON_BEST_SELLER","15","nlp-srv2.iem.technion.ac.il","finished"
"tabpfnv2p5_REG_IMAGE_AMAZON_BEST_SELLER_3","0.6351071183321595","3","all","TabPFN-v2p5 🇩🇪","2026-04-06T23:16:13.000Z","REG_IMAGE_AMAZON_BEST_SELLER","45","nlp-srv2.iem.technion.ac.il","finished"
"tabm_REG_IMAGE_AMAZON_BEST_SELLER_3","0.529849037518852","3","img","TabM Ⓜ️","2026-04-06T23:15:15.000Z","REG_IMAGE_AMAZON_BEST_SELLER","55","nlp-srv2.iem.technion.ac.il","finished"
"tabm_REG_IMAGE_AMAZON_BEST_SELLER_3","0.5465710840956868","3","ft","TabM Ⓜ️","2026-04-06T23:15:13.000Z","REG_IMAGE_AMAZON_BEST_SELLER","103","nlp-srv2.iem.technion.ac.il","finished"
"tabm_REG_IMAGE_AMAZON_BEST_SELLER_3","0.08736418155502346","3","non","TabM Ⓜ️","2026-04-06T23:14:51.000Z","REG_IMAGE_AMAZON_BEST_SELLER","17","nlp-srv2.iem.technion.ac.il","finished"
"tabm_REG_IMAGE_AMAZON_BEST_SELLER_3","0.5910666580171583","3","all","TabM Ⓜ️","2026-04-06T23:14:23.000Z","REG_IMAGE_AMAZON_BEST_SELLER","46","nlp-srv2.iem.technion.ac.il","finished"
"cat_REG_IMAGE_AMAZON_BEST_SELLER_3","0.4477062821295531","3","img","CatBoost 😸","2026-04-06T23:14:09.000Z","REG_IMAGE_AMAZON_BEST_SELLER","38","nlp-srv2.iem.technion.ac.il","finished"
"cat_REG_IMAGE_AMAZON_BEST_SELLER_3","0.5486686482641578","3","ft","CatBoost 😸","2026-04-06T23:13:55.000Z","REG_IMAGE_AMAZON_BEST_SELLER","140","nlp-srv2.iem.technion.ac.il","finished"
"cat_REG_IMAGE_AMAZON_BEST_SELLER_3","0.09477302639859075","3","non","CatBoost 😸","2026-04-06T23:13:33.000Z","REG_IMAGE_AMAZON_BEST_SELLER","15","nlp-srv2.iem.technion.ac.il","finished"
"cat_REG_IMAGE_AMAZON_BEST_SELLER_3","0.5156327687222022","3","all","CatBoost 😸","2026-04-06T23:13:17.000Z","REG_IMAGE_AMAZON_BEST_SELLER","50","nlp-srv2.iem.technion.ac.il","finished"
"light_REG_IMAGE_AMAZON_BEST_SELLER_3","0.4119258479371678","3","img","LightGBM 💡","2026-04-06T23:12:35.000Z","REG_IMAGE_AMAZON_BEST_SELLER","37","nlp-srv2.iem.technion.ac.il","finished"
"light_REG_IMAGE_AMAZON_BEST_SELLER_3","0.5298631732602432","3","ft","LightGBM 💡","2026-04-06T23:12:22.000Z","REG_IMAGE_AMAZON_BEST_SELLER","116","nlp-srv2.iem.technion.ac.il","finished"
