"Name","test_score","fold","multimodal_state","parameters.dino_models","model","Created","dataset","Runtime"
"tabpfnv2_REG_IMAGE_PAINTING_PRICE_4","0.12221126116670213","4","img","","TabPFN-v2 🤯","2026-03-30T02:19:11.000Z","REG_IMAGE_PAINTING_PRICE","354"
"tabpfnv2_REG_IMAGE_PAINTING_PRICE_4","0.2911443837937766","4","ft","","TabPFN-v2 🤯","2026-03-30T02:02:06.000Z","REG_IMAGE_PAINTING_PRICE","1015"
"tabpfnv2_REG_IMAGE_PAINTING_PRICE_4","0.24642588646160513","4","non","","TabPFN-v2 🤯","2026-03-30T01:55:45.000Z","REG_IMAGE_PAINTING_PRICE","374"
"tabpfnv2_REG_IMAGE_PAINTING_PRICE_4","0.2978669106119306","4","all","","TabPFN-v2 🤯","2026-03-30T01:44:40.000Z","REG_IMAGE_PAINTING_PRICE","659"
"tabpfnv2p5_REG_IMAGE_PAINTING_PRICE_4","0.176462171572633","4","img","","TabPFN-v2p5 🇩🇪","2026-03-30T01:38:18.000Z","REG_IMAGE_PAINTING_PRICE","375"
"tabpfnv2p5_REG_IMAGE_PAINTING_PRICE_4","0.3451468051107919","4","ft","","TabPFN-v2p5 🇩🇪","2026-03-30T01:21:29.000Z","REG_IMAGE_PAINTING_PRICE","1000"
"tabpfnv2p5_REG_IMAGE_PAINTING_PRICE_4","0.2895922916902105","4","non","","TabPFN-v2p5 🇩🇪","2026-03-30T01:16:30.000Z","REG_IMAGE_PAINTING_PRICE","292"
"tabpfnv2p5_REG_IMAGE_PAINTING_PRICE_4","0.35988007922473486","4","all","","TabPFN-v2p5 🇩🇪","2026-03-30T01:05:52.000Z","REG_IMAGE_PAINTING_PRICE","633"
"tabm_REG_IMAGE_PAINTING_PRICE_4","0.16926652538688958","4","img","","TabM Ⓜ️","2026-03-30T00:59:56.000Z","REG_IMAGE_PAINTING_PRICE","350"
"tabm_REG_IMAGE_PAINTING_PRICE_4","0.3824852576916242","4","ft","","TabM Ⓜ️","2026-03-30T00:46:04.000Z","REG_IMAGE_PAINTING_PRICE","820"
