"Name","Created","model","fold","dataset","test_score","multimodal_state","Commit","Runtime","State"
"tabpfnv2_REG_TEXT_HOUSES_AIRBNB_SEATTLE_4","2026-04-17T01:28:50.000Z","TabPFN-v2 🤯","4","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.5457837476283502","no_text","3e52f6f0702f147df25ae990072280d0c2cbbe8c","71","finished"
"tabpfnv2_REG_TEXT_HOUSES_AIRBNB_SEATTLE_4","2026-04-17T01:27:11.000Z","TabPFN-v2 🤯","4","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.34940619496662173","text_only","3e52f6f0702f147df25ae990072280d0c2cbbe8c","458","finished"
"tabpfnv2_REG_TEXT_HOUSES_AIRBNB_SEATTLE_4","2026-04-17T01:21:40.000Z","TabPFN-v2 🤯","4","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.5148541279448415","ft","3e52f6f0702f147df25ae990072280d0c2cbbe8c","2774","finished"
"tabpfnv2_REG_TEXT_HOUSES_AIRBNB_SEATTLE_4","2026-04-17T01:18:59.000Z","TabPFN-v2 🤯","4","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.5284857359472938","all","3e52f6f0702f147df25ae990072280d0c2cbbe8c","483","finished"
"tabpfnv2p5_REG_TEXT_HOUSES_AIRBNB_SEATTLE_4","2026-04-17T01:18:26.000Z","TabPFN-v2p5 🇩🇪","4","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.5629438791978616","no_text","3e52f6f0702f147df25ae990072280d0c2cbbe8c","23","finished"
"tabpfnv2p5_REG_TEXT_HOUSES_AIRBNB_SEATTLE_4","2026-04-17T01:11:59.000Z","TabPFN-v2p5 🇩🇪","4","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.3705789820388966","text_only","3e52f6f0702f147df25ae990072280d0c2cbbe8c","378","finished"
"tabpfnv2p5_REG_TEXT_HOUSES_AIRBNB_SEATTLE_4","2026-04-17T01:05:14.000Z","TabPFN-v2p5 🇩🇪","4","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.5434147752789654","ft","3e52f6f0702f147df25ae990072280d0c2cbbe8c","4415","finished"
"tabpfnv2p5_REG_TEXT_HOUSES_AIRBNB_SEATTLE_4","2026-04-17T00:59:07.000Z","TabPFN-v2p5 🇩🇪","4","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.5584207781794401","all","3e52f6f0702f147df25ae990072280d0c2cbbe8c","363","finished"
"tabm_REG_TEXT_HOUSES_AIRBNB_SEATTLE_4","2026-04-17T00:58:45.000Z","TabM Ⓜ️","4","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.5335430807272824","no_text","3e52f6f0702f147df25ae990072280d0c2cbbe8c","17","finished"
"tabm_REG_TEXT_HOUSES_AIRBNB_SEATTLE_4","2026-04-17T00:53:09.000Z","TabM Ⓜ️","4","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.3969915532847559","text_only","3e52f6f0702f147df25ae990072280d0c2cbbe8c","333","finished"
"tabm_REG_TEXT_HOUSES_AIRBNB_SEATTLE_4","2026-04-17T00:45:19.000Z","TabM Ⓜ️","4","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.5789837550906751","ft","3e52f6f0702f147df25ae990072280d0c2cbbe8c","3398","finished"
"tabm_REG_TEXT_HOUSES_AIRBNB_SEATTLE_4","2026-04-17T00:39:32.000Z","TabM Ⓜ️","4","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.5733089235638145","all","3e52f6f0702f147df25ae990072280d0c2cbbe8c","340","finished"
"cat_REG_TEXT_HOUSES_AIRBNB_SEATTLE_4","2026-04-17T00:38:55.000Z","CatBoost 😸","4","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.5355346986121894","no_text","3e52f6f0702f147df25ae990072280d0c2cbbe8c","31","finished"
"cat_REG_TEXT_HOUSES_AIRBNB_SEATTLE_4","2026-04-17T00:33:03.000Z","CatBoost 😸","4","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.3469794080142773","text_only","3e52f6f0702f147df25ae990072280d0c2cbbe8c","347","finished"
"cat_REG_TEXT_HOUSES_AIRBNB_SEATTLE_4","2026-04-17T00:31:40.000Z","CatBoost 😸","4","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.5410908096963407","ft","3e52f6f0702f147df25ae990072280d0c2cbbe8c","3425","finished"
"cat_REG_TEXT_HOUSES_AIRBNB_SEATTLE_4","2026-04-17T00:26:56.000Z","CatBoost 😸","4","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.5593346935660295","all","3e52f6f0702f147df25ae990072280d0c2cbbe8c","361","finished"
"light_REG_TEXT_HOUSES_AIRBNB_SEATTLE_4","2026-04-17T00:26:34.000Z","LightGBM 💡","4","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.568214398379528","no_text","3e52f6f0702f147df25ae990072280d0c2cbbe8c","16","finished"
"light_REG_TEXT_HOUSES_AIRBNB_SEATTLE_4","2026-04-17T00:26:03.000Z","LightGBM 💡","4","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.3503699047404575","text_only","3e52f6f0702f147df25ae990072280d0c2cbbe8c","329","finished"
"light_REG_TEXT_HOUSES_AIRBNB_SEATTLE_4","2026-04-17T00:25:51.000Z","LightGBM 💡","4","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.5221335646299552","ft","3e52f6f0702f147df25ae990072280d0c2cbbe8c","3328","finished"
"light_REG_TEXT_HOUSES_AIRBNB_SEATTLE_4","2026-04-17T00:20:48.000Z","LightGBM 💡","4","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.5532443049349705","all","3e52f6f0702f147df25ae990072280d0c2cbbe8c","341","finished"
"tabpfnv2_REG_TEXT_HOUSES_AIRBNB_SEATTLE_3","2026-04-17T00:20:26.000Z","TabPFN-v2 🤯","3","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.6986501668475913","no_text","3e52f6f0702f147df25ae990072280d0c2cbbe8c","18","finished"
"tabpfnv2_REG_TEXT_HOUSES_AIRBNB_SEATTLE_3","2026-04-17T00:19:14.000Z","TabPFN-v2 🤯","3","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.5127577901841656","text_only","3e52f6f0702f147df25ae990072280d0c2cbbe8c","406","finished"
"tabpfnv2_REG_TEXT_HOUSES_AIRBNB_SEATTLE_3","2026-04-17T00:18:46.000Z","TabPFN-v2 🤯","3","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.7171736207684442","ft","3e52f6f0702f147df25ae990072280d0c2cbbe8c","3184","finished"
"tabpfnv2_REG_TEXT_HOUSES_AIRBNB_SEATTLE_3","2026-04-17T00:10:49.000Z","TabPFN-v2 🤯","3","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.7234975366045271","all","3e52f6f0702f147df25ae990072280d0c2cbbe8c","499","finished"
"tabpfnv2p5_REG_TEXT_HOUSES_AIRBNB_SEATTLE_3","2026-04-17T00:10:27.000Z","TabPFN-v2p5 🇩🇪","3","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.7580976657763568","no_text","3e52f6f0702f147df25ae990072280d0c2cbbe8c","19","finished"
"tabpfnv2p5_REG_TEXT_HOUSES_AIRBNB_SEATTLE_3","2026-04-17T00:04:46.000Z","TabPFN-v2p5 🇩🇪","3","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.5648059364889539","text_only","3e52f6f0702f147df25ae990072280d0c2cbbe8c","334","finished"
"tabpfnv2p5_REG_TEXT_HOUSES_AIRBNB_SEATTLE_3","2026-04-17T00:01:17.000Z","TabPFN-v2p5 🇩🇪","3","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.7665149637931913","ft","3e52f6f0702f147df25ae990072280d0c2cbbe8c","3105","finished"
"tabpfnv2p5_REG_TEXT_HOUSES_AIRBNB_SEATTLE_3","2026-04-16T23:55:30.000Z","TabPFN-v2p5 🇩🇪","3","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.7749724131233192","all","3e52f6f0702f147df25ae990072280d0c2cbbe8c","340","finished"
"tabm_REG_TEXT_HOUSES_AIRBNB_SEATTLE_3","2026-04-16T23:55:09.000Z","TabM Ⓜ️","3","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.6331632692122393","no_text","3e52f6f0702f147df25ae990072280d0c2cbbe8c","18","finished"
"tabm_REG_TEXT_HOUSES_AIRBNB_SEATTLE_3","2026-04-16T23:49:53.000Z","TabM Ⓜ️","3","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.5595306229338081","text_only","3e52f6f0702f147df25ae990072280d0c2cbbe8c","312","finished"
"tabm_REG_TEXT_HOUSES_AIRBNB_SEATTLE_3","2026-04-16T23:47:44.000Z","TabM Ⓜ️","3","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.7028910449585486","ft","3e52f6f0702f147df25ae990072280d0c2cbbe8c","2282","finished"
"tabm_REG_TEXT_HOUSES_AIRBNB_SEATTLE_3","2026-04-16T23:44:38.000Z","TabM Ⓜ️","3","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.7103462635982494","all","3e52f6f0702f147df25ae990072280d0c2cbbe8c","312","finished"
"cat_REG_TEXT_HOUSES_AIRBNB_SEATTLE_3","2026-04-16T23:43:45.000Z","CatBoost 😸","3","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.6871654728739311","no_text","3e52f6f0702f147df25ae990072280d0c2cbbe8c","48","finished"
"cat_REG_TEXT_HOUSES_AIRBNB_SEATTLE_3","2026-04-16T23:41:01.000Z","CatBoost 😸","3","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.4678817720941803","text_only","3e52f6f0702f147df25ae990072280d0c2cbbe8c","396","finished"
"cat_REG_TEXT_HOUSES_AIRBNB_SEATTLE_3","2026-04-16T23:35:08.000Z","CatBoost 😸","3","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.6981629177608404","ft","3e52f6f0702f147df25ae990072280d0c2cbbe8c","2713","finished"
"cat_REG_TEXT_HOUSES_AIRBNB_SEATTLE_3","2026-04-16T23:29:17.000Z","CatBoost 😸","3","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.7038145404187874","all","3e52f6f0702f147df25ae990072280d0c2cbbe8c","346","finished"
"light_REG_TEXT_HOUSES_AIRBNB_SEATTLE_3","2026-04-16T23:29:15.000Z","LightGBM 💡","3","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.6426196329767693","no_text","3e52f6f0702f147df25ae990072280d0c2cbbe8c","23","finished"
"light_REG_TEXT_HOUSES_AIRBNB_SEATTLE_3","2026-04-16T23:23:34.000Z","LightGBM 💡","3","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.4569709561589701","text_only","3e52f6f0702f147df25ae990072280d0c2cbbe8c","335","finished"
"light_REG_TEXT_HOUSES_AIRBNB_SEATTLE_3","2026-04-16T23:21:16.000Z","LightGBM 💡","3","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.6499216676038391","ft","3e52f6f0702f147df25ae990072280d0c2cbbe8c","2606","finished"
"light_REG_TEXT_HOUSES_AIRBNB_SEATTLE_3","2026-04-16T23:18:01.000Z","LightGBM 💡","3","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.6505565005942322","all","3e52f6f0702f147df25ae990072280d0c2cbbe8c","326","finished"
"tabpfnv2_REG_TEXT_HOUSES_AIRBNB_SEATTLE_2","2026-04-16T23:17:07.000Z","TabPFN-v2 🤯","2","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.6623366115441117","no_text","3e52f6f0702f147df25ae990072280d0c2cbbe8c","45","finished"
"tabpfnv2_REG_TEXT_HOUSES_AIRBNB_SEATTLE_2","2026-04-16T23:13:34.000Z","TabPFN-v2 🤯","2","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.4902374475444955","text_only","3e52f6f0702f147df25ae990072280d0c2cbbe8c","454","finished"
"tabpfnv2_REG_TEXT_HOUSES_AIRBNB_SEATTLE_2","2026-04-16T23:06:34.000Z","TabPFN-v2 🤯","2","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.6554766952809435","ft","3e52f6f0702f147df25ae990072280d0c2cbbe8c","4326","finished"
"tabpfnv2_REG_TEXT_HOUSES_AIRBNB_SEATTLE_2","2026-04-16T23:06:17.000Z","TabPFN-v2 🤯","2","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.6496318510317045","all","3e52f6f0702f147df25ae990072280d0c2cbbe8c","637","finished"
"tabpfnv2p5_REG_TEXT_HOUSES_AIRBNB_SEATTLE_2","2026-04-16T23:06:11.000Z","TabPFN-v2p5 🇩🇪","2","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.63253248693281","no_text","3e52f6f0702f147df25ae990072280d0c2cbbe8c","18","finished"
"tabpfnv2p5_REG_TEXT_HOUSES_AIRBNB_SEATTLE_2","2026-04-16T22:59:40.000Z","TabPFN-v2p5 🇩🇪","2","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.5083913156047328","text_only","3e52f6f0702f147df25ae990072280d0c2cbbe8c","386","finished"
"tabpfnv2p5_REG_TEXT_HOUSES_AIRBNB_SEATTLE_2","2026-04-16T22:53:25.000Z","TabPFN-v2p5 🇩🇪","2","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.6282620867288373","ft","3e52f6f0702f147df25ae990072280d0c2cbbe8c","2848","finished"
"tabpfnv2p5_REG_TEXT_HOUSES_AIRBNB_SEATTLE_2","2026-04-16T22:52:49.000Z","TabPFN-v2p5 🇩🇪","2","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.6135622271848206","all","3e52f6f0702f147df25ae990072280d0c2cbbe8c","400","finished"
"tabm_REG_TEXT_HOUSES_AIRBNB_SEATTLE_2","2026-04-16T22:51:55.000Z","TabM Ⓜ️","2","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.6360973643273349","no_text","3e52f6f0702f147df25ae990072280d0c2cbbe8c","42","finished"
"tabm_REG_TEXT_HOUSES_AIRBNB_SEATTLE_2","2026-04-16T22:45:40.000Z","TabM Ⓜ️","2","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.5072522818087253","text_only","3e52f6f0702f147df25ae990072280d0c2cbbe8c","370","finished"
"tabm_REG_TEXT_HOUSES_AIRBNB_SEATTLE_2","2026-04-16T22:43:55.000Z","TabM Ⓜ️","2","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.6304324737488609","ft","3e52f6f0702f147df25ae990072280d0c2cbbe8c","3585","finished"
"tabm_REG_TEXT_HOUSES_AIRBNB_SEATTLE_2","2026-04-16T22:40:03.000Z","TabM Ⓜ️","2","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.6253364753046619","all","3e52f6f0702f147df25ae990072280d0c2cbbe8c","334","finished"
"cat_REG_TEXT_HOUSES_AIRBNB_SEATTLE_2","2026-04-16T22:39:14.000Z","CatBoost 😸","2","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.6434837173545858","no_text","3e52f6f0702f147df25ae990072280d0c2cbbe8c","44","finished"
"cat_REG_TEXT_HOUSES_AIRBNB_SEATTLE_2","2026-04-16T22:33:28.000Z","CatBoost 😸","2","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.48364783778785125","text_only","3e52f6f0702f147df25ae990072280d0c2cbbe8c","343","finished"
"cat_REG_TEXT_HOUSES_AIRBNB_SEATTLE_2","2026-04-16T22:29:02.000Z","CatBoost 😸","2","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.6413066812632955","ft","3e52f6f0702f147df25ae990072280d0c2cbbe8c","3612","finished"
"cat_REG_TEXT_HOUSES_AIRBNB_SEATTLE_2","2026-04-16T22:26:59.000Z","CatBoost 😸","2","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.6130910758959844","all","3e52f6f0702f147df25ae990072280d0c2cbbe8c","385","finished"
"light_REG_TEXT_HOUSES_AIRBNB_SEATTLE_2","2026-04-16T22:26:27.000Z","LightGBM 💡","2","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.631609610964708","no_text","3e52f6f0702f147df25ae990072280d0c2cbbe8c","28","finished"
"light_REG_TEXT_HOUSES_AIRBNB_SEATTLE_2","2026-04-16T22:15:30.000Z","LightGBM 💡","2","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.4411055115989795","text_only","3e52f6f0702f147df25ae990072280d0c2cbbe8c","374","finished"
"light_REG_TEXT_HOUSES_AIRBNB_SEATTLE_2","2026-04-16T22:13:59.000Z","LightGBM 💡","2","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.6322188923549081","ft","3e52f6f0702f147df25ae990072280d0c2cbbe8c","3565","finished"
"light_REG_TEXT_HOUSES_AIRBNB_SEATTLE_2","2026-04-16T22:09:48.000Z","LightGBM 💡","2","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.6384772532932801","all","3e52f6f0702f147df25ae990072280d0c2cbbe8c","338","finished"
"tabpfnv2_REG_TEXT_HOUSES_AIRBNB_SEATTLE_1","2026-04-16T22:09:10.000Z","TabPFN-v2 🤯","1","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.67108286692289","no_text","3e52f6f0702f147df25ae990072280d0c2cbbe8c","30","finished"
"tabpfnv2_REG_TEXT_HOUSES_AIRBNB_SEATTLE_1","2026-04-16T22:00:51.000Z","TabPFN-v2 🤯","1","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.4132085803991816","text_only","3e52f6f0702f147df25ae990072280d0c2cbbe8c","496","finished"
"tabpfnv2_REG_TEXT_HOUSES_AIRBNB_SEATTLE_1","2026-04-16T21:55:46.000Z","TabPFN-v2 🤯","1","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.688973614979322","ft","3e52f6f0702f147df25ae990072280d0c2cbbe8c","4221","finished"
"tabpfnv2_REG_TEXT_HOUSES_AIRBNB_SEATTLE_1","2026-04-16T21:51:49.000Z","TabPFN-v2 🤯","1","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.6975688464861387","all","3e52f6f0702f147df25ae990072280d0c2cbbe8c","535","finished"
"tabpfnv2p5_REG_TEXT_HOUSES_AIRBNB_SEATTLE_1","2026-04-16T21:51:16.000Z","TabPFN-v2p5 🇩🇪","1","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.6961977153920573","no_text","3e52f6f0702f147df25ae990072280d0c2cbbe8c","29","finished"
"tabpfnv2p5_REG_TEXT_HOUSES_AIRBNB_SEATTLE_1","2026-04-16T21:49:21.000Z","TabPFN-v2p5 🇩🇪","1","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.46411874830471855","text_only","3e52f6f0702f147df25ae990072280d0c2cbbe8c","381","finished"
"tabpfnv2p5_REG_TEXT_HOUSES_AIRBNB_SEATTLE_1","2026-04-16T21:47:28.000Z","TabPFN-v2p5 🇩🇪","1","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.7137415387808954","ft","3e52f6f0702f147df25ae990072280d0c2cbbe8c","3946","finished"
"tabpfnv2p5_REG_TEXT_HOUSES_AIRBNB_SEATTLE_1","2026-04-16T21:44:35.000Z","TabPFN-v2p5 🇩🇪","1","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.7376344667194217","all","3e52f6f0702f147df25ae990072280d0c2cbbe8c","396","finished"
"tabm_REG_TEXT_HOUSES_AIRBNB_SEATTLE_1","2026-04-16T21:43:42.000Z","TabM Ⓜ️","1","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0.6876721425164645","no_text","3e52f6f0702f147df25ae990072280d0c2cbbe8c","47","finished"
