"Name","test_score","fold","model","dataset","multimodal_state","Hostname","State","Runtime","Created","timestamp"
"dpt_REG_TEXT_VIDEO_GAMES_SALES_4","0.2272342484605744","4","TabDPT 6️⃣","REG_TEXT_VIDEO_GAMES_SALES","text_only","nlp-srv3.dds.technion.ac.il","finished","247","2026-07-25T14:23:10.000Z","2026-07-25 17:26:55"
"xgb_REG_TEXT_VIDEO_GAMES_SALES_4","0.08156410559555038","4","XGBoost 🌲","REG_TEXT_VIDEO_GAMES_SALES","text_only","n306","finished","112","2026-07-25T14:23:03.000Z","2026-07-25 17:24:53"
"dpt_REG_TEXT_VANCOUVER_SALARIES_4","0.6027482363185079","4","TabDPT 6️⃣","REG_TEXT_VANCOUVER_SALARIES","text_only","n306","finished","575","2026-07-25T14:22:19.000Z","2026-07-25 17:31:52"
"real_REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA_4","0.1376437544822693","4","RealMLP 🕸","REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA","text_only","nlp-srv3.dds.technion.ac.il","finished","62","2026-07-25T14:19:37.000Z","2026-07-25 17:20:17"
"real_REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN_4","0.7903428558386826","4","RealMLP 🕸","REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN","text_only","n306","finished","164","2026-07-25T14:17:48.000Z","2026-07-25 17:20:30"
"real_REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE_4","0.01222097873687744","4","RealMLP 🕸","REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE","no_text","nlp-srv3.dds.technion.ac.il","finished","107","2026-07-25T14:02:40.000Z","2026-07-25 17:04:05"
"dpt_REG_TEXT_ZOMATO_RESTAURANTS_4","0.6612674386590721","4","TabDPT 6️⃣","REG_TEXT_ZOMATO_RESTAURANTS","no_text","nlp-srv3.dds.technion.ac.il","finished","372","2026-07-25T09:01:49.000Z","2026-07-25 12:07:39"
"dpt_REG_TEXT_ZOMATO_RESTAURANTS_4","0.8155680750226246","4","TabDPT 6️⃣","REG_TEXT_ZOMATO_RESTAURANTS","text_only","nlp-srv3.dds.technion.ac.il","finished","772","2026-07-25T09:01:43.000Z","2026-07-25 12:14:13"
"xgb_REG_TEXT_ZOMATO_RESTAURANTS_4","0.6336794841079139","4","XGBoost 🌲","REG_TEXT_ZOMATO_RESTAURANTS","no_text","nlp-srv3.dds.technion.ac.il","finished","14","2026-07-25T09:01:39.000Z","2026-07-25 12:01:31"
"xgb_REG_TEXT_ZOMATO_RESTAURANTS_4","0.7849423580183642","4","XGBoost 🌲","REG_TEXT_ZOMATO_RESTAURANTS","text_only","n306","finished","536","2026-07-25T09:01:37.000Z","2026-07-25 12:10:31"
"rf_REG_TEXT_ZOMATO_RESTAURANTS_4","0.6462363378208933","4","RandomForest 🌳","REG_TEXT_ZOMATO_RESTAURANTS","no_text","nlp-srv3.dds.technion.ac.il","finished","15","2026-07-25T09:01:22.000Z","2026-07-25 12:01:16"
"rf_REG_TEXT_ZOMATO_RESTAURANTS_4","0.7404349530579493","4","RandomForest 🌳","REG_TEXT_ZOMATO_RESTAURANTS","text_only","n306","finished","663","2026-07-25T09:01:07.000Z","2026-07-25 12:12:09"
"iclv2_REG_TEXT_ZOMATO_RESTAURANTS_4","0.7297211121479923","4","TabICLv2 🗼","REG_TEXT_ZOMATO_RESTAURANTS","no_text","nlp-srv3.dds.technion.ac.il","finished","16","2026-07-25T09:01:01.000Z","2026-07-25 12:00:55"
