"Name","test_score","fold","model","dataset","multimodal_state","Hostname","State","Runtime","Created","timestamp"
"dpt_REG_TEXT_ZOMATO_RESTAURANTS_1","0.8250469072355956","1","TabDPT 6️⃣","REG_TEXT_ZOMATO_RESTAURANTS","text_only","nlp-srv3.dds.technion.ac.il","finished","587","2026-07-25T14:25:28.000Z","2026-07-25 17:34:53"
"xgb_REG_TEXT_ZOMATO_RESTAURANTS_1","0.7936757402729508","1","XGBoost 🌲","REG_TEXT_ZOMATO_RESTAURANTS","text_only","n306","finished","536","2026-07-25T14:25:13.000Z","2026-07-25 17:34:08"
"rf_REG_TEXT_ZOMATO_RESTAURANTS_1","0.7629316007862886","1","RandomForest 🌳","REG_TEXT_ZOMATO_RESTAURANTS","text_only","n306","finished","664","2026-07-25T14:24:59.000Z","2026-07-25 17:36:01"
"dpt_REG_TEXT_VANCOUVER_SALARIES_1","0.2816925925232543","1","TabDPT 6️⃣","REG_TEXT_VANCOUVER_SALARIES","no_text","n306","finished","487","2026-07-25T14:21:46.000Z","2026-07-25 17:29:51"
"xgb_REG_TEXT_VANCOUVER_SALARIES_1","0.5624886578058637","1","XGBoost 🌲","REG_TEXT_VANCOUVER_SALARIES","text_only","nlp-srv3.dds.technion.ac.il","finished","85","2026-07-25T14:21:25.000Z","2026-07-25 17:22:28"
"iclv2_REG_TEXT_VANCOUVER_SALARIES_1","0.5850908240381547","1","TabICLv2 🗼","REG_TEXT_VANCOUVER_SALARIES","text_only","nlp-srv3.dds.technion.ac.il","finished","90","2026-07-25T14:21:14.000Z","2026-07-25 17:22:22"
"dpt_REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA_1","0.8238683342933655","1","TabDPT 6️⃣","REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA","no_text","nlp-srv3.dds.technion.ac.il","finished","143","2026-07-25T14:18:57.000Z","2026-07-25 17:20:58"
"xgb_REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA_1","0.19234448671340945","1","XGBoost 🌲","REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA","text_only","nlp-srv3.dds.technion.ac.il","finished","39","2026-07-25T14:18:54.000Z","2026-07-25 17:19:11"
"dpt_REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY_1","0.8525112867355347","1","TabDPT 6️⃣","REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY","no_text","n306","finished","472","2026-07-25T14:12:18.000Z","2026-07-25 17:20:08"
"dpt_REG_TEXT_SPORTS_FIFA22_WAGES_1","0.04531685890569126","1","TabDPT 6️⃣","REG_TEXT_SPORTS_FIFA22_WAGES","text_only","n306","finished","590","2026-07-25T14:12:17.000Z","2026-07-25 17:22:06"
"dpt_REG_TEXT_SOCIAL_MUSEUMS_US_REVENUES_1","0.05642335951466193","1","TabDPT 6️⃣","REG_TEXT_SOCIAL_MUSEUMS_US_REVENUES","no_text","n306","finished","563","2026-07-25T14:12:16.000Z","2026-07-25 17:21:37"
"iclv2_REG_TEXT_SOCIAL_MUSEUMS_US_REVENUES_1","0.5578555204162806","1","TabICLv2 🗼","REG_TEXT_SOCIAL_MUSEUMS_US_REVENUES","text_only","nlp-srv3.dds.technion.ac.il","finished","767","2026-07-25T14:03:56.000Z","2026-07-25 17:16:21"
"real_REG_TEXT_SOCIAL_MUSEUMS_US_REVENUES_1","0.9181791345366044","1","RealMLP 🕸","REG_TEXT_SOCIAL_MUSEUMS_US_REVENUES","text_only","nlp-srv3.dds.technion.ac.il","finished","875","2026-07-25T14:03:56.000Z","2026-07-25 17:18:08"
"dpt_REG_TEXT_SOCIAL_ANIME_PLANET_RATING_1","0.6611758786354185","1","TabDPT 6️⃣","REG_TEXT_SOCIAL_ANIME_PLANET_RATING","no_text","nlp-srv3.dds.technion.ac.il","finished","301","2026-07-25T14:03:54.000Z","2026-07-25 17:08:32"
"iclv2_REG_TEXT_ROTTEN_TOMATOES_1","0.5492755031855303","1","TabICLv2 🗼","REG_TEXT_ROTTEN_TOMATOES","text_only","nlp-srv3.dds.technion.ac.il","finished","617","2026-07-25T14:03:54.000Z","2026-07-25 17:13:49"
"dpt_REG_TEXT_ZOMATO_RESTAURANTS_1","0.6805087294978291","1","TabDPT 6️⃣","REG_TEXT_ZOMATO_RESTAURANTS","no_text","nlp-srv3.dds.technion.ac.il","finished","530","2026-07-25T08:52:03.000Z","2026-07-25 12:00:32"
"xgb_REG_TEXT_ZOMATO_RESTAURANTS_1","0.6185896107618805","1","XGBoost 🌲","REG_TEXT_ZOMATO_RESTAURANTS","no_text","n306","finished","18","2026-07-25T08:51:55.000Z","2026-07-25 11:52:10"
"rf_REG_TEXT_ZOMATO_RESTAURANTS_1","0.6522263691985132","1","RandomForest 🌳","REG_TEXT_ZOMATO_RESTAURANTS","no_text","n306","finished","18","2026-07-25T08:51:34.000Z","2026-07-25 11:51:51"
"iclv2_REG_TEXT_ZOMATO_RESTAURANTS_1","0.7691188536590865","1","TabICLv2 🗼","REG_TEXT_ZOMATO_RESTAURANTS","no_text","n306","finished","18","2026-07-25T08:51:12.000Z","2026-07-25 11:51:29"
"iclv2_REG_TEXT_ZOMATO_RESTAURANTS_1","0.858176317614995","1","TabICLv2 🗼","REG_TEXT_ZOMATO_RESTAURANTS","text_only","n306","finished","564","2026-07-25T08:51:07.000Z","2026-07-25 12:00:30"
"real_REG_TEXT_ZOMATO_RESTAURANTS_1","0.6148596255242837","1","RealMLP 🕸","REG_TEXT_ZOMATO_RESTAURANTS","no_text","nlp-srv3.dds.technion.ac.il","finished","55","2026-07-25T08:51:06.000Z","2026-07-25 11:51:39"
"real_REG_TEXT_ZOMATO_RESTAURANTS_1","0.8312324741887824","1","RealMLP 🕸","REG_TEXT_ZOMATO_RESTAURANTS","text_only","n306","finished","575","2026-07-25T08:51:04.000Z","2026-07-25 12:00:38"
"dpt_REG_TEXT_VIDEO_GAMES_SALES_1","0.07411478802267446","1","TabDPT 6️⃣","REG_TEXT_VIDEO_GAMES_SALES","no_text","n306","finished","460","2026-07-25T08:45:18.000Z","2026-07-25 11:52:57"
"dpt_REG_TEXT_VIDEO_GAMES_SALES_1","0.3574838060072846","1","TabDPT 6️⃣","REG_TEXT_VIDEO_GAMES_SALES","text_only","n306","finished","491","2026-07-25T08:45:16.000Z","2026-07-25 11:53:25"
"xgb_REG_TEXT_VIDEO_GAMES_SALES_1","-0.053719688052253245","1","XGBoost 🌲","REG_TEXT_VIDEO_GAMES_SALES","no_text","n306","finished","14","2026-07-25T08:45:01.000Z","2026-07-25 11:45:12"
"xgb_REG_TEXT_VIDEO_GAMES_SALES_1","0.16843810422922756","1","XGBoost 🌲","REG_TEXT_VIDEO_GAMES_SALES","text_only","nlp20.iem.technion.ac.il","finished","140","2026-07-25T08:44:48.000Z","2026-07-25 11:47:07"
"rf_REG_TEXT_VIDEO_GAMES_SALES_1","-0.28404883537091274","1","RandomForest 🌳","REG_TEXT_VIDEO_GAMES_SALES","no_text","n306","finished","12","2026-07-25T08:44:45.000Z","2026-07-25 11:44:56"
"rf_REG_TEXT_VIDEO_GAMES_SALES_1","0.25786536389202364","1","RandomForest 🌳","REG_TEXT_VIDEO_GAMES_SALES","text_only","nlp-srv3.dds.technion.ac.il","finished","258","2026-07-25T08:44:40.000Z","2026-07-25 11:48:36"
"iclv2_REG_TEXT_VIDEO_GAMES_SALES_1","0.05273645528426185","1","TabICLv2 🗼","REG_TEXT_VIDEO_GAMES_SALES","no_text","n306","finished","23","2026-07-25T08:44:18.000Z","2026-07-25 11:44:40"
"iclv2_REG_TEXT_VIDEO_GAMES_SALES_1","0.44704938339406686","1","TabICLv2 🗼","REG_TEXT_VIDEO_GAMES_SALES","text_only","nlp-srv3.dds.technion.ac.il","finished","227","2026-07-25T08:44:11.000Z","2026-07-25 11:47:36"
"real_REG_TEXT_VIDEO_GAMES_SALES_1","0.03547857775205243","1","RealMLP 🕸","REG_TEXT_VIDEO_GAMES_SALES","no_text","n306","finished","65","2026-07-25T08:44:08.000Z","2026-07-25 11:45:12"
"real_REG_TEXT_VIDEO_GAMES_SALES_1","0.18025648113184137","1","RealMLP 🕸","REG_TEXT_VIDEO_GAMES_SALES","text_only","n306","finished","163","2026-07-25T08:44:02.000Z","2026-07-25 11:46:44"
"dpt_REG_TEXT_VANCOUVER_SALARIES_1","0.5789136427067376","1","TabDPT 6️⃣","REG_TEXT_VANCOUVER_SALARIES","text_only","nlp-srv3.dds.technion.ac.il","finished","704","2026-07-25T08:38:51.000Z","2026-07-25 11:50:13"
"xgb_REG_TEXT_VANCOUVER_SALARIES_1","0.20287535564492887","1","XGBoost 🌲","REG_TEXT_VANCOUVER_SALARIES","no_text","n306","finished","16","2026-07-25T08:38:49.000Z","2026-07-25 11:39:01"
"rf_REG_TEXT_VANCOUVER_SALARIES_1","0.190291528998889","1","RandomForest 🌳","REG_TEXT_VANCOUVER_SALARIES","no_text","n306","finished","13","2026-07-25T08:38:42.000Z","2026-07-25 11:38:54"
"rf_REG_TEXT_VANCOUVER_SALARIES_1","0.5672907047881224","1","RandomForest 🌳","REG_TEXT_VANCOUVER_SALARIES","text_only","nlp-srv3.dds.technion.ac.il","finished","226","2026-07-25T08:38:37.000Z","2026-07-25 11:42:01"
"iclv2_REG_TEXT_VANCOUVER_SALARIES_1","0.2855705790475116","1","TabICLv2 🗼","REG_TEXT_VANCOUVER_SALARIES","no_text","nlp-srv3.dds.technion.ac.il","finished","13","2026-07-25T08:38:35.000Z","2026-07-25 11:38:26"
"real_REG_TEXT_VANCOUVER_SALARIES_1","0.2760040162216423","1","RealMLP 🕸","REG_TEXT_VANCOUVER_SALARIES","no_text","nlp-srv3.dds.technion.ac.il","finished","49","2026-07-25T08:38:29.000Z","2026-07-25 11:38:56"
