"Name","test_score","fold","Created","dataset","model","multimodal_state","dino_model","Runtime"
"tabpfnv2_REG_IMAGE_MKPHOTO_BOTS_4","0.4482453521012997","4","2026-04-02T03:27:39.000Z","REG_IMAGE_MKPHOTO_BOTS","TabPFN-v2 🤯","ft","dino-large","984"
"tabpfnv2_REG_IMAGE_MKPHOTO_BOTS_4","0.4224357639175236","4","2026-04-02T03:23:41.000Z","REG_IMAGE_MKPHOTO_BOTS","TabPFN-v2 🤯","all","dino-large","331"
"tabpfnv2p5_REG_IMAGE_MKPHOTO_BOTS_4","0.4865970969769492","4","2026-04-02T03:19:06.000Z","REG_IMAGE_MKPHOTO_BOTS","TabPFN-v2p5 🇩🇪","ft","dino-large","921"
"tabpfnv2p5_REG_IMAGE_MKPHOTO_BOTS_4","0.4724487316786432","4","2026-04-02T03:14:15.000Z","REG_IMAGE_MKPHOTO_BOTS","TabPFN-v2p5 🇩🇪","all","dino-large","329"
"tabm_REG_IMAGE_MKPHOTO_BOTS_4","0.43779243653065936","4","2026-04-02T03:10:28.000Z","REG_IMAGE_MKPHOTO_BOTS","TabM Ⓜ️","ft","dino-large","844"
"tabm_REG_IMAGE_MKPHOTO_BOTS_4","0.4355376223930229","4","2026-04-02T03:08:36.000Z","REG_IMAGE_MKPHOTO_BOTS","TabM Ⓜ️","all","dino-large","301"
"cat_REG_IMAGE_MKPHOTO_BOTS_4","0.4541068609623615","4","2026-04-02T03:07:47.000Z","REG_IMAGE_MKPHOTO_BOTS","CatBoost 😸","ft","dino-large","945"
"cat_REG_IMAGE_MKPHOTO_BOTS_4","0.38899866146807327","4","2026-04-02T03:05:18.000Z","REG_IMAGE_MKPHOTO_BOTS","CatBoost 😸","all","dino-large","304"
"light_REG_IMAGE_MKPHOTO_BOTS_4","0.40700985692604574","4","2026-04-02T03:04:47.000Z","REG_IMAGE_MKPHOTO_BOTS","LightGBM 💡","ft","dino-large","851"
"light_REG_IMAGE_MKPHOTO_BOTS_4","0.3974067221855361","4","2026-04-02T03:02:48.000Z","REG_IMAGE_MKPHOTO_BOTS","LightGBM 💡","all","dino-large","296"
"tabpfnv2_REG_IMAGE_MKPHOTO_BOTS_3","0.3726377528895277","3","2026-04-02T02:58:41.000Z","REG_IMAGE_MKPHOTO_BOTS","TabPFN-v2 🤯","ft","dino-large","928"
"tabpfnv2_REG_IMAGE_MKPHOTO_BOTS_3","0.3370813578985997","3","2026-04-02T02:58:39.000Z","REG_IMAGE_MKPHOTO_BOTS","TabPFN-v2 🤯","all","dino-large","360"
"tabpfnv2p5_REG_IMAGE_MKPHOTO_BOTS_3","0.4035256904145027","3","2026-04-02T02:53:18.000Z","REG_IMAGE_MKPHOTO_BOTS","TabPFN-v2p5 🇩🇪","ft","dino-large","909"
"tabpfnv2p5_REG_IMAGE_MKPHOTO_BOTS_3","0.3674800336621794","3","2026-04-02T02:53:15.000Z","REG_IMAGE_MKPHOTO_BOTS","TabPFN-v2p5 🇩🇪","all","dino-large","328"
"tabm_REG_IMAGE_MKPHOTO_BOTS_3","0.38248061228539165","3","2026-04-02T02:50:58.000Z","REG_IMAGE_MKPHOTO_BOTS","TabM Ⓜ️","ft","dino-large","851"
"tabm_REG_IMAGE_MKPHOTO_BOTS_3","0.3502395816803826","3","2026-04-02T02:49:20.000Z","REG_IMAGE_MKPHOTO_BOTS","TabM Ⓜ️","all","dino-large","307"
"cat_REG_IMAGE_MKPHOTO_BOTS_3","0.42347297313523447","3","2026-04-02T02:48:32.000Z","REG_IMAGE_MKPHOTO_BOTS","CatBoost 😸","ft","dino-large","849"
"cat_REG_IMAGE_MKPHOTO_BOTS_3","0.34455749889401843","3","2026-04-02T02:47:57.000Z","REG_IMAGE_MKPHOTO_BOTS","CatBoost 😸","all","dino-large","316"
"light_REG_IMAGE_MKPHOTO_BOTS_3","0.41732213930009177","3","2026-04-02T02:47:03.000Z","REG_IMAGE_MKPHOTO_BOTS","LightGBM 💡","ft","dino-large","839"
"light_REG_IMAGE_MKPHOTO_BOTS_3","0.3382010094763136","3","2026-04-02T02:42:42.000Z","REG_IMAGE_MKPHOTO_BOTS","LightGBM 💡","all","dino-large","307"
"tabpfnv2_REG_IMAGE_MKPHOTO_BOTS_2","0.3880060966754134","2","2026-04-02T02:42:41.000Z","REG_IMAGE_MKPHOTO_BOTS","TabPFN-v2 🤯","ft","dino-large","950"
"tabpfnv2_REG_IMAGE_MKPHOTO_BOTS_2","0.3612333748331345","2","2026-04-02T02:42:29.000Z","REG_IMAGE_MKPHOTO_BOTS","TabPFN-v2 🤯","all","dino-large","2704"
"tabpfnv2p5_REG_IMAGE_MKPHOTO_BOTS_2","0.4074755809863606","2","2026-04-02T02:41:30.000Z","REG_IMAGE_MKPHOTO_BOTS","TabPFN-v2p5 🇩🇪","ft","dino-large","1021"
"tabpfnv2p5_REG_IMAGE_MKPHOTO_BOTS_2","0.402311032960652","2","2026-04-02T02:41:21.000Z","REG_IMAGE_MKPHOTO_BOTS","TabPFN-v2p5 🇩🇪","all","dino-large","334"
"tabm_REG_IMAGE_MKPHOTO_BOTS_2","0.37671197446098337","2","2026-04-02T02:40:28.000Z","REG_IMAGE_MKPHOTO_BOTS","TabM Ⓜ️","ft","dino-large","760"
"tabm_REG_IMAGE_MKPHOTO_BOTS_2","0.37411086893146495","2","2026-04-02T02:39:22.000Z","REG_IMAGE_MKPHOTO_BOTS","TabM Ⓜ️","all","dino-large","318"
"cat_REG_IMAGE_MKPHOTO_BOTS_2","0.3853742618177245","2","2026-04-02T02:37:35.000Z","REG_IMAGE_MKPHOTO_BOTS","CatBoost 😸","ft","dino-large","795"
"cat_REG_IMAGE_MKPHOTO_BOTS_2","0.3706125010966214","2","2026-04-02T02:37:05.000Z","REG_IMAGE_MKPHOTO_BOTS","CatBoost 😸","all","dino-large","333"
"light_REG_IMAGE_MKPHOTO_BOTS_2","0.3494640581245797","2","2026-04-02T02:36:38.000Z","REG_IMAGE_MKPHOTO_BOTS","LightGBM 💡","ft","dino-large","756"
"light_REG_IMAGE_MKPHOTO_BOTS_2","0.34088388510073797","2","2026-04-02T02:35:52.000Z","REG_IMAGE_MKPHOTO_BOTS","LightGBM 💡","all","dino-large","335"
"tabpfnv2_REG_IMAGE_MKPHOTO_BOTS_1","0.3670473696951726","1","2026-04-02T02:34:16.000Z","REG_IMAGE_MKPHOTO_BOTS","TabPFN-v2 🤯","ft","dino-large","847"
"tabpfnv2_REG_IMAGE_MKPHOTO_BOTS_1","0.3771401639502493","1","2026-04-02T02:34:15.000Z","REG_IMAGE_MKPHOTO_BOTS","TabPFN-v2 🤯","all","dino-large","368"
"tabpfnv2p5_REG_IMAGE_MKPHOTO_BOTS_1","0.4033694693411457","1","2026-04-02T02:33:51.000Z","REG_IMAGE_MKPHOTO_BOTS","TabPFN-v2p5 🇩🇪","ft","dino-large","901"
"tabpfnv2p5_REG_IMAGE_MKPHOTO_BOTS_1","0.4148601362485214","1","2026-04-02T02:33:25.000Z","REG_IMAGE_MKPHOTO_BOTS","TabPFN-v2p5 🇩🇪","all","dino-large","351"
"tabm_REG_IMAGE_MKPHOTO_BOTS_1","0.40379026137495955","1","2026-04-02T02:31:53.000Z","REG_IMAGE_MKPHOTO_BOTS","TabM Ⓜ️","ft","dino-large","861"
"tabm_REG_IMAGE_MKPHOTO_BOTS_1","0.4048969212363168","1","2026-04-02T02:31:17.000Z","REG_IMAGE_MKPHOTO_BOTS","TabM Ⓜ️","all","dino-large","315"
"cat_REG_IMAGE_MKPHOTO_BOTS_1","0.4104149418443499","1","2026-04-02T02:30:08.000Z","REG_IMAGE_MKPHOTO_BOTS","CatBoost 😸","ft","dino-large","873"
"cat_REG_IMAGE_MKPHOTO_BOTS_1","0.36194704894125695","1","2026-04-02T02:28:56.000Z","REG_IMAGE_MKPHOTO_BOTS","CatBoost 😸","all","dino-large","332"
"light_REG_IMAGE_MKPHOTO_BOTS_1","0.4051834929100192","1","2026-04-02T02:28:09.000Z","REG_IMAGE_MKPHOTO_BOTS","LightGBM 💡","ft","dino-large","916"
"light_REG_IMAGE_MKPHOTO_BOTS_1","0.3557504573893949","1","2026-04-02T02:27:59.000Z","REG_IMAGE_MKPHOTO_BOTS","LightGBM 💡","all","dino-large","318"
